Route,SUB,Direction,StopOrder,StopID,PercentDone
61_IB_extra,61_109,IB,43,3562,57.45
61_IB_extra,61_109,IB,44,2899,58.67
61_IB_extra,61_109,IB,45,884,61.54
61_IB_extra,61_109,IB,46,885,62.51
61_IB_extra,61_109,IB,47,886,64.06
61_IB_extra,61_109,IB,48,887,65.85
61_IB_extra,61_109,IB,49,2900,68.24
61_IB_extra,61_109,IB,50,2901,69.08
61_IB_extra,61_109,IB,51,2902,69.73
61_IB_extra,61_109,IB,52,2903,72.82
61_IB_extra,61_109,IB,53,1074,78.69
61_IB_extra,61_109,IB,54,6074,82.2
61_IB_extra,61_109,IB,55,5034,87.65
61_IB_extra,61_109,IB,56,793,87.96
61_IB_extra,61_109,IB,58,495,94.5
61_IB_extra,61_109,IB,59,400,96.01
61_IB_extra,61_109,IB,60,303,100.0
61_OB_extra,61_107,OB,1,302,0.0
61_OB_extra,61_107,OB,2,340,5.6
61_OB_extra,61_107,OB,3,350,8.41
61_OB_extra,61_107,OB,4,2809,11.84
61_OB_extra,61_107,OB,5,2810,14.62
61_OB_extra,61_107,OB,6,2811,15.89
61_OB_extra,61_107,OB,7,843,21.6
61_OB_extra,61_107,OB,8,1013,24.02
61_OB_extra,61_107,OB,9,1015,27.61
61_OB_extra,61_107,OB,10,2812,30.64
61_OB_extra,61_107,OB,11,2813,33.03
61_OB_extra,61_107,OB,12,2814,35.47
61_OB_extra,61_107,OB,13,852,38.76
61_OB_extra,61_107,OB,14,853,41.98
61_OB_extra,61_107,OB,15,854,42.71
61_OB_extra,61_107,OB,16,855,44.42
61_OB_extra,61_107,OB,17,2815,47.24
61_OB_extra,61_107,OB,18,2816,48.19
61_OB_extra,61_107,OB,19,2817,49.86
61_OB_extra,61_107,OB,20,2818,51.32
61_OB_extra,61_107,OB,21,2819,52.49
61_OB_extra,61_107,OB,22,2820,53.46
61_OB_extra,61_107,OB,23,2822,54.61
61_OB_extra,61_107,OB,24,2823,56.19
61_OB_extra,61_107,OB,25,5032,57.02
61_OB_extra,61_107,OB,26,2867,61.64
61_OB_extra,61_107,OB,27,1035,63.41
61_OB_extra,61_107,OB,28,1314,64.85
61_OB_extra,61_107,OB,29,1316,65.56
61_OB_extra,61_107,OB,30,1315,66.21
61_OB_extra,61_107,OB,31,1317,68.98
61_OB_extra,61_107,OB,32,1318,69.8
61_OB_extra,61_107,OB,33,1319,70.64
61_OB_extra,61_107,OB,34,1281,71.04
61_OB_extra,61_107,OB,35,1329,72.42
61_OB_extra,61_107,OB,36,1330,73.31
61_OB_extra,61_107,OB,37,2919,74.76
61_OB_extra,61_107,OB,38,2920,75.61
61_OB_extra,61_107,OB,39,2921,76.55
61_OB_extra,61_107,OB,40,2922,77.11
61_OB_extra,61_107,OB,41,2923,77.63
61_OB_extra,61_107,OB,42,2924,78.85
61_OB_extra,61_107,OB,43,2925,79.91
61_OB_extra,61_107,OB,44,2948,81.13
61_OB_extra,61_107,OB,45,2949,81.79
61_OB_extra,61_107,OB,46,2950,82.58
61_OB_extra,61_107,OB,47,2954,86.09
61_OB_extra,61_107,OB,48,7067,87.66
61_OB_extra,61_107,OB,49,2955,87.8
61_OB_extra,61_107,OB,50,2984,92.61
61_OB_extra,61_107,OB,51,2927,95.39
61_OB_extra,61_107,OB,52,2929,96.98
61_OB_extra,61_107,OB,53,2930,97.98
61_OB_extra,61_107,OB,54,7441,99.04
61_OB_extra,61_107,OB,55,2933,100.0
63_IB_extra,63_31,IB,1,3283,0.0
63_IB_extra,63_31,IB,2,3284,1.97
63_IB_extra,63_31,IB,3,3285,5.98
63_IB_extra,63_31,IB,4,7324,7.89
63_IB_extra,63_31,IB,5,5106,15.62
63_IB_extra,63_31,IB,6,4396,17.93
63_IB_extra,63_31,IB,7,4773,20.13
63_IB_extra,63_31,IB,8,4393,22.46
63_IB_extra,63_31,IB,9,4395,25.06
63_IB_extra,63_31,IB,10,4313,28.04
63_IB_extra,63_31,IB,11,7373,32.82
63_IB_extra,63_31,IB,12,3289,33.6
63_IB_extra,63_31,IB,13,3290,35.69
63_IB_extra,63_31,IB,14,5168,37.05
63_IB_extra,63_31,IB,15,3291,37.81
63_IB_extra,63_31,IB,16,3292,38.58
63_IB_extra,63_31,IB,17,3293,40.31
63_IB_extra,63_31,IB,18,3294,42.75
63_IB_extra,63_31,IB,19,3295,43.36
63_IB_extra,63_31,IB,20,3296,44.28
63_IB_extra,63_31,IB,21,3297,45.25
63_IB_extra,63_31,IB,22,3298,46.37
63_IB_extra,63_31,IB,23,3260,47.95
63_IB_extra,63_31,IB,24,3261,49.45
63_IB_extra,63_31,IB,25,3262,51.18
63_IB_extra,63_31,IB,26,3153,54.12
63_IB_extra,63_31,IB,27,7362,56.34
63_IB_extra,63_31,IB,28,3129,58.72
63_IB_extra,63_31,IB,29,7634,63.03
63_IB_extra,63_31,IB,30,3249,65.59
63_IB_extra,63_31,IB,31,7637,67.77
63_IB_extra,63_31,IB,32,2023,72.0
63_IB_extra,63_31,IB,33,2024,73.19
63_IB_extra,63_31,IB,34,2025,73.95
63_IB_extra,63_31,IB,35,2026,76.36
63_IB_extra,63_31,IB,36,2027,78.17
63_IB_extra,63_31,IB,37,2028,80.18
63_IB_extra,63_31,IB,38,2029,82.68
63_IB_extra,63_31,IB,39,2030,84.35
63_IB_extra,63_31,IB,40,2031,86.94
63_IB_extra,63_31,IB,41,2032,89.61
63_IB_extra,63_31,IB,42,2033,90.68
63_IB_extra,63_31,IB,43,2034,91.53
63_IB_extra,63_31,IB,44,2035,94.98
63_IB_extra,63_31,IB,45,2036,98.16
63_IB_extra,63_31,IB,46,2039,100.0
63_OB_extra,63_27,OB,1,2039,0.0
63_OB_extra,63_27,OB,2,2040,1.89
63_OB_extra,63_27,OB,3,2041,6.4
63_OB_extra,63_27,OB,4,2042,10.65
63_OB_extra,63_27,OB,5,2043,11.36
63_OB_extra,63_27,OB,6,2044,12.08
63_OB_extra,63_27,OB,7,2045,13.42
63_OB_extra,63_27,OB,8,2046,15.4
63_OB_extra,63_27,OB,9,2047,18.58
63_OB_extra,63_27,OB,10,2048,20.01
63_OB_extra,63_27,OB,11,2049,21.6
63_OB_extra,63_27,OB,12,2050,23.57
63_OB_extra,63_27,OB,13,2051,25.43
63_OB_extra,63_27,OB,14,2053,27.08
63_OB_extra,63_27,OB,15,2054,27.88
63_OB_extra,63_27,OB,16,2055,29.31
63_OB_extra,63_27,OB,17,7636,34.13
63_OB_extra,63_27,OB,18,7651,35.32
63_OB_extra,63_27,OB,19,7635,36.54
63_OB_extra,63_27,OB,20,3254,40.25
63_OB_extra,63_27,OB,21,5127,43.61
63_OB_extra,63_27,OB,22,5128,45.28
63_OB_extra,63_27,OB,23,3126,46.64
63_OB_extra,63_27,OB,24,3255,49.16
63_OB_extra,63_27,OB,25,3256,51.26
63_OB_extra,63_27,OB,26,3265,52.54
63_OB_extra,63_27,OB,27,3266,53.16
63_OB_extra,63_27,OB,28,3346,54.35
63_OB_extra,63_27,OB,29,3267,55.01
63_OB_extra,63_27,OB,30,3268,55.79
63_OB_extra,63_27,OB,31,3269,56.23
63_OB_extra,63_27,OB,32,3270,58.14
63_OB_extra,63_27,OB,33,3271,59.34
63_OB_extra,63_27,OB,34,3272,59.83
63_OB_extra,63_27,OB,35,3273,60.44
63_OB_extra,63_27,OB,36,3274,61.36
63_OB_extra,63_27,OB,37,3275,62.87
63_OB_extra,63_27,OB,38,3276,63.71
63_OB_extra,63_27,OB,39,7372,64.25
63_OB_extra,63_27,OB,40,5106,68.56
63_OB_extra,63_27,OB,41,4396,70.69
63_OB_extra,63_27,OB,42,4773,72.86
63_OB_extra,63_27,OB,43,4393,74.84
63_OB_extra,63_27,OB,44,4395,76.96
63_OB_extra,63_27,OB,45,4313,79.23
63_OB_extra,63_27,OB,46,3277,89.37
63_OB_extra,63_27,OB,47,3278,91.06
63_OB_extra,63_27,OB,48,3279,94.14
63_OB_extra,63_27,OB,49,3478,94.87
63_OB_extra,63_27,OB,50,3280,95.36
63_OB_extra,63_27,OB,51,3282,96.68
63_OB_extra,63_27,OB,52,3283,100.0
65_IB_extra,65_76,IB,1,7270,0.0
65_IB_extra,65_76,IB,2,7269,1.71
65_IB_extra,65_76,IB,3,7266,4.5
65_IB_extra,65_76,IB,4,7265,5.78
65_IB_extra,65_76,IB,5,7262,7.33
65_IB_extra,65_76,IB,6,7261,9.69
65_IB_extra,65_76,IB,7,7259,10.35
65_IB_extra,65_76,IB,8,7256,11.75
65_IB_extra,65_76,IB,9,7255,15.33
65_IB_extra,65_76,IB,10,7249,17.11
65_IB_extra,65_76,IB,11,7253,18.78
65_IB_extra,65_76,IB,12,7251,20.04
65_IB_extra,65_76,IB,13,4051,21.08
65_IB_extra,65_76,IB,14,4052,22.36
65_IB_extra,65_76,IB,15,4054,22.93
65_IB_extra,65_76,IB,16,4055,23.39
65_IB_extra,65_76,IB,17,4057,23.93
65_IB_extra,65_76,IB,18,4101,24.38
65_IB_extra,65_76,IB,19,4102,24.68
65_IB_extra,65_76,IB,20,4058,24.98
65_IB_extra,65_76,IB,21,4059,25.49
65_IB_extra,65_76,IB,22,4060,25.88
65_IB_extra,65_76,IB,23,4061,26.6
65_IB_extra,65_76,IB,24,4062,26.86
65_IB_extra,65_76,IB,25,4063,27.29
65_IB_extra,65_76,IB,26,4064,27.45
65_IB_extra,65_76,IB,27,4056,27.8
65_IB_extra,65_76,IB,28,4133,28.33
65_IB_extra,65_76,IB,29,4065,28.97
65_IB_extra,65_76,IB,30,4066,29.48
65_IB_extra,65_76,IB,31,4067,29.85
65_IB_extra,65_76,IB,32,4068,30.38
65_IB_extra,65_76,IB,33,4069,31.68
65_IB_extra,65_76,IB,34,4070,32.38
65_IB_extra,65_76,IB,35,4071,33.02
65_IB_extra,65_76,IB,36,4072,33.95
65_IB_extra,65_76,IB,37,4073,34.2
65_IB_extra,65_76,IB,38,2583,34.95
65_IB_extra,65_76,IB,39,2584,35.35
65_IB_extra,65_76,IB,40,2585,36.31
65_IB_extra,65_76,IB,41,2586,36.77
65_IB_extra,65_76,IB,42,2587,37.2
65_IB_extra,65_76,IB,43,2588,37.41
65_IB_extra,65_76,IB,44,2589,38.06
65_IB_extra,65_76,IB,45,2590,39.3
65_IB_extra,65_76,IB,46,2591,39.88
65_IB_extra,65_76,IB,47,2592,40.44
65_IB_extra,65_76,IB,48,2357,41.77
65_IB_extra,65_76,IB,49,2358,42.87
65_IB_extra,65_76,IB,50,2359,43.97
65_IB_extra,65_76,IB,51,2360,44.91
65_IB_extra,65_76,IB,52,4348,46.21
65_IB_extra,65_76,IB,53,4646,48.14
65_IB_extra,65_76,IB,54,4647,48.86
65_IB_extra,65_76,IB,55,2346,49.77
65_IB_extra,65_76,IB,56,4435,50.67
65_IB_extra,65_76,IB,57,2594,53.49
65_IB_extra,65_76,IB,58,2595,54.64
65_IB_extra,65_76,IB,59,2596,55.89
65_IB_extra,65_76,IB,60,2597,57.08
65_IB_extra,65_76,IB,61,2599,59.05
65_IB_extra,65_76,IB,62,2600,60.12
65_IB_extra,65_76,IB,63,1155,61.68
65_IB_extra,65_76,IB,64,1157,62.68
65_IB_extra,65_76,IB,65,1158,63.86
65_IB_extra,65_76,IB,66,1159,64.77
65_IB_extra,65_76,IB,67,1160,65.54
65_IB_extra,65_76,IB,68,1161,65.99
65_IB_extra,65_76,IB,69,1162,66.75
65_IB_extra,65_76,IB,70,1163,67.62
65_IB_extra,65_76,IB,71,1164,69.93
65_IB_extra,65_76,IB,72,1165,71.25
65_IB_extra,65_76,IB,73,1166,72.87
65_IB_extra,65_76,IB,74,1167,73.47
65_IB_extra,65_76,IB,75,1168,74.26
65_IB_extra,65_76,IB,76,1169,74.84
65_IB_extra,65_76,IB,77,1170,75.95
65_IB_extra,65_76,IB,78,1069,77.15
65_IB_extra,65_76,IB,79,1070,77.98
65_IB_extra,65_76,IB,80,1071,79.0
65_IB_extra,65_76,IB,81,4528,79.57
65_IB_extra,65_76,IB,82,1072,81.03
65_IB_extra,65_76,IB,83,1352,83.5
65_IB_extra,65_76,IB,84,1353,84.31
65_IB_extra,65_76,IB,85,1355,86.87
65_IB_extra,65_76,IB,86,1357,88.35
65_IB_extra,65_76,IB,87,1358,90.29
65_IB_extra,65_76,IB,88,7564,100.0
65_OB_extra,65_73,OB,1,7564,0.0
65_OB_extra,65_73,OB,2,4521,4.93
65_OB_extra,65_73,OB,3,1283,7.89
65_OB_extra,65_73,OB,4,4456,9.06
65_OB_extra,65_73,OB,5,1284,9.89
65_OB_extra,65_73,OB,6,1285,11.92
65_OB_extra,65_73,OB,7,1016,14.27
65_OB_extra,65_73,OB,8,1017,15.84
65_OB_extra,65_73,OB,9,1018,16.98
65_OB_extra,65_73,OB,10,1019,17.54
65_OB_extra,65_73,OB,11,1020,18.15
65_OB_extra,65_73,OB,12,1076,18.88
65_OB_extra,65_73,OB,13,1077,19.91
65_OB_extra,65_73,OB,14,1078,20.71
65_OB_extra,65_73,OB,15,1079,21.6
65_OB_extra,65_73,OB,16,1080,22.17
65_OB_extra,65_73,OB,17,1081,23.24
65_OB_extra,65_73,OB,18,1082,24.3
65_OB_extra,65_73,OB,19,1083,24.7
65_OB_extra,65_73,OB,20,1085,26.04
65_OB_extra,65_73,OB,21,1121,27.09
65_OB_extra,65_73,OB,22,1122,27.66
65_OB_extra,65_73,OB,23,1123,28.15
65_OB_extra,65_73,OB,24,1124,28.54
65_OB_extra,65_73,OB,25,1125,29.52
65_OB_extra,65_73,OB,26,1127,30.81
65_OB_extra,65_73,OB,27,1130,32.04
65_OB_extra,65_73,OB,28,2550,33.2
65_OB_extra,65_73,OB,29,2551,34.56
65_OB_extra,65_73,OB,30,2553,36.08
65_OB_extra,65_73,OB,31,2554,37.05
65_OB_extra,65_73,OB,32,2555,38.85
65_OB_extra,65_73,OB,33,2556,39.74
65_OB_extra,65_73,OB,34,2557,42.04
65_OB_extra,65_73,OB,35,4436,43.18
65_OB_extra,65_73,OB,36,5008,44.2
65_OB_extra,65_73,OB,37,4640,44.81
65_OB_extra,65_73,OB,38,4347,46.55
65_OB_extra,65_73,OB,39,2349,48.21
65_OB_extra,65_73,OB,40,2351,49.62
65_OB_extra,65_73,OB,41,4445,50.54
65_OB_extra,65_73,OB,42,2352,52.16
65_OB_extra,65_73,OB,43,2573,53.59
65_OB_extra,65_73,OB,44,2574,54.03
65_OB_extra,65_73,OB,45,2576,55.01
65_OB_extra,65_73,OB,46,2577,56.12
65_OB_extra,65_73,OB,47,2578,56.46
65_OB_extra,65_73,OB,48,2579,56.93
65_OB_extra,65_73,OB,49,7395,57.32
65_OB_extra,65_73,OB,50,6124,58.93
65_OB_extra,65_73,OB,51,4004,59.87
65_OB_extra,65_73,OB,52,4005,60.42
65_OB_extra,65_73,OB,53,4006,61.3
65_OB_extra,65_73,OB,54,4007,61.81
65_OB_extra,65_73,OB,55,4008,62.01
65_OB_extra,65_73,OB,56,4010,62.68
65_OB_extra,65_73,OB,57,4009,62.84
65_OB_extra,65_73,OB,58,4011,64.13
65_OB_extra,65_73,OB,59,5110,64.57
65_OB_extra,65_73,OB,60,4012,65.08
65_OB_extra,65_73,OB,61,4013,65.66
65_OB_extra,65_73,OB,62,4014,66.45
65_OB_extra,65_73,OB,63,4098,66.98
65_OB_extra,65_73,OB,64,4015,67.44
65_OB_extra,65_73,OB,65,4017,68.1
65_OB_extra,65_73,OB,66,4018,69.12
65_OB_extra,65_73,OB,67,4019,69.69
65_OB_extra,65_73,OB,68,4020,70.16
65_OB_extra,65_73,OB,69,4100,70.49
65_OB_extra,65_73,OB,70,4021,70.92
65_OB_extra,65_73,OB,71,4022,71.43
65_OB_extra,65_73,OB,72,4023,72.12
65_OB_extra,65_73,OB,73,4024,72.59
65_OB_extra,65_73,OB,74,4027,73.91
65_OB_extra,65_73,OB,75,7250,75.54
65_OB_extra,65_73,OB,76,7252,77.03
65_OB_extra,65_73,OB,77,7248,80.02
65_OB_extra,65_73,OB,78,7254,81.87
65_OB_extra,65_73,OB,79,7257,85.9
65_OB_extra,65_73,OB,80,7258,87.45
65_OB_extra,65_73,OB,81,7260,88.29
65_OB_extra,65_73,OB,82,7263,90.83
65_OB_extra,65_73,OB,83,7264,92.91
65_OB_extra,65_73,OB,84,7268,97.19
65_OB_extra,65_73,OB,85,7270,100.0
66A_IB_extra,66A_36,IB,1,3994,0.0
66A_IB_extra,66A_36,IB,2,3995,1.32
66A_IB_extra,66A_36,IB,3,3996,3.34
66A_IB_extra,66A_36,IB,4,3997,5.67
66A_IB_extra,66A_36,IB,5,3998,8.32
66A_IB_extra,66A_36,IB,6,3999,10.78
66A_IB_extra,66A_36,IB,7,4000,11.75
66A_IB_extra,66A_36,IB,8,4001,13.1
66A_IB_extra,66A_36,IB,9,3949,15.68
66A_IB_extra,66A_36,IB,10,3950,17.15
66A_IB_extra,66A_36,IB,11,3372,19.91
66A_IB_extra,66A_36,IB,12,3373,22.01
66A_IB_extra,66A_36,IB,13,3374,23.43
66A_IB_extra,66A_36,IB,14,2233,24.81
66A_IB_extra,66A_36,IB,15,2232,25.85
66A_IB_extra,66A_36,IB,16,2234,27.24
66A_IB_extra,66A_36,IB,17,2235,28.61
66A_IB_extra,66A_36,IB,18,2236,30.05
66A_IB_extra,66A_36,IB,19,2237,30.51
66A_IB_extra,66A_36,IB,20,2238,31.07
66A_IB_extra,66A_36,IB,21,5056,31.54
66A_IB_extra,66A_36,IB,22,2239,34.51
66A_IB_extra,66A_36,IB,23,2241,39.25
66A_IB_extra,66A_36,IB,24,2242,40.98
66A_IB_extra,66A_36,IB,25,2243,44.25
66A_IB_extra,66A_36,IB,26,2244,45.61
66A_IB_extra,66A_36,IB,27,2245,46.71
66A_IB_extra,66A_36,IB,28,2246,48.96
66A_IB_extra,66A_36,IB,29,2247,51.83
66A_IB_extra,66A_36,IB,30,2248,53.31
66A_IB_extra,66A_36,IB,31,2249,54.13
66A_IB_extra,66A_36,IB,32,2250,54.99
66A_IB_extra,66A_36,IB,33,2251,55.71
66A_IB_extra,66A_36,IB,34,1472,57.65
66A_IB_extra,66A_36,IB,35,4408,59.05
66A_IB_extra,66A_36,IB,36,1473,59.7
66A_IB_extra,66A_36,IB,37,1474,62.14
66A_IB_extra,66A_36,IB,38,1476,64.96
66A_IB_extra,66A_36,IB,39,7453,67.7
66A_IB_extra,66A_36,IB,40,1478,71.03
66A_IB_extra,66A_36,IB,41,1479,73.54
66A_IB_extra,66A_36,IB,42,315,77.76
66A_IB_extra,66A_36,IB,43,347,86.98
66A_IB_extra,66A_36,IB,44,406,91.19
66A_IB_extra,66A_36,IB,45,2810,98.05
66A_IB_extra,66A_36,IB,46,7387,100.0
66A_OB_extra,66A_34,OB,1,7391,0.0
66A_OB_extra,66A_34,OB,2,493,3.78
66A_OB_extra,66A_34,OB,3,494,6.3
66A_OB_extra,66A_34,OB,4,495,9.42
66A_OB_extra,66A_34,OB,5,400,11.24
66A_OB_extra,66A_34,OB,6,346,13.63
66A_OB_extra,66A_34,OB,7,317,19.58
66A_OB_extra,66A_34,OB,8,312,25.23
66A_OB_extra,66A_34,OB,9,1444,28.64
66A_OB_extra,66A_34,OB,10,1445,31.12
66A_OB_extra,66A_34,OB,11,7078,37.43
66A_OB_extra,66A_34,OB,12,1449,39.77
66A_OB_extra,66A_34,OB,13,1450,40.71
66A_OB_extra,66A_34,OB,14,1451,41.48
66A_OB_extra,66A_34,OB,15,2191,43.53
66A_OB_extra,66A_34,OB,16,2192,44.62
66A_OB_extra,66A_34,OB,17,2193,45.75
66A_OB_extra,66A_34,OB,18,2194,46.42
66A_OB_extra,66A_34,OB,19,2195,47.72
66A_OB_extra,66A_34,OB,20,2196,48.64
66A_OB_extra,66A_34,OB,21,2197,51.08
66A_OB_extra,66A_34,OB,22,2198,52.52
66A_OB_extra,66A_34,OB,23,2200,53.67
66A_OB_extra,66A_34,OB,24,2201,57.55
66A_OB_extra,66A_34,OB,25,7239,59.0
66A_OB_extra,66A_34,OB,26,4401,59.96
66A_OB_extra,66A_34,OB,27,2213,63.99
66A_OB_extra,66A_34,OB,28,2214,65.84
66A_OB_extra,66A_34,OB,29,2215,67.42
66A_OB_extra,66A_34,OB,30,2216,68.51
66A_OB_extra,66A_34,OB,31,4599,70.55
66A_OB_extra,66A_34,OB,32,2217,72.44
66A_OB_extra,66A_34,OB,33,2218,73.9
66A_OB_extra,66A_34,OB,34,2219,74.91
66A_OB_extra,66A_34,OB,35,3365,75.64
66A_OB_extra,66A_34,OB,36,3366,76.51
66A_OB_extra,66A_34,OB,37,3367,78.67
66A_OB_extra,66A_34,OB,38,3886,81.04
66A_OB_extra,66A_34,OB,39,3887,82.05
66A_OB_extra,66A_34,OB,40,3888,83.19
66A_OB_extra,66A_34,OB,41,7186,85.35
66A_OB_extra,66A_34,OB,42,7187,85.67
66A_OB_extra,66A_34,OB,43,3954,88.93
66A_OB_extra,66A_34,OB,44,3955,89.67
66A_OB_extra,66A_34,OB,45,3956,90.01
66A_OB_extra,66A_34,OB,46,3957,91.38
66A_OB_extra,66A_34,OB,47,3993,96.35
66A_OB_extra,66A_34,OB,48,3994,100.0
66B_IB_extra,66B_57,IB,1,4003,0.0
66B_IB_extra,66B_57,IB,2,4404,3.61
66B_IB_extra,66B_57,IB,3,4405,5.59
66B_IB_extra,66B_57,IB,4,3991,8.51
66B_IB_extra,66B_57,IB,5,3998,12.35
66B_IB_extra,66B_57,IB,6,3999,14.78
66B_IB_extra,66B_57,IB,7,4000,15.75
66B_IB_extra,66B_57,IB,8,4001,17.08
66B_IB_extra,66B_57,IB,9,3949,19.71
66B_IB_extra,66B_57,IB,10,3950,20.98
66B_IB_extra,66B_57,IB,11,3372,23.61
66B_IB_extra,66B_57,IB,12,3373,25.67
66B_IB_extra,66B_57,IB,13,3374,27.1
66B_IB_extra,66B_57,IB,14,2233,28.44
66B_IB_extra,66B_57,IB,15,2232,29.36
66B_IB_extra,66B_57,IB,16,2234,30.71
66B_IB_extra,66B_57,IB,17,2235,31.98
66B_IB_extra,66B_57,IB,18,2236,33.41
66B_IB_extra,66B_57,IB,19,2237,33.84
66B_IB_extra,66B_57,IB,20,2238,34.4
66B_IB_extra,66B_57,IB,21,5056,34.85
66B_IB_extra,66B_57,IB,22,2239,37.71
66B_IB_extra,66B_57,IB,23,2241,42.4
66B_IB_extra,66B_57,IB,24,2242,44.0
66B_IB_extra,66B_57,IB,25,2243,47.1
66B_IB_extra,66B_57,IB,26,2244,48.28
66B_IB_extra,66B_57,IB,27,2245,49.22
66B_IB_extra,66B_57,IB,28,2246,51.4
66B_IB_extra,66B_57,IB,29,2247,53.89
66B_IB_extra,66B_57,IB,30,2248,55.25
66B_IB_extra,66B_57,IB,31,2249,56.05
66B_IB_extra,66B_57,IB,32,2250,56.88
66B_IB_extra,66B_57,IB,33,2251,57.56
66B_IB_extra,66B_57,IB,34,1472,59.33
66B_IB_extra,66B_57,IB,35,4408,60.56
66B_IB_extra,66B_57,IB,36,1473,61.14
66B_IB_extra,66B_57,IB,37,1474,63.38
66B_IB_extra,66B_57,IB,38,1476,66.04
66B_IB_extra,66B_57,IB,39,7453,68.7
66B_IB_extra,66B_57,IB,40,1478,71.98
66B_IB_extra,66B_57,IB,41,1479,74.26
66B_IB_extra,66B_57,IB,42,315,78.39
66B_IB_extra,66B_57,IB,43,347,89.22
66B_IB_extra,66B_57,IB,44,406,91.42
66B_IB_extra,66B_57,IB,45,2810,98.09
66B_IB_extra,66B_57,IB,46,7387,100.0
66B_OB_extra,66B_55,OB,1,7391,0.0
66B_OB_extra,66B_55,OB,2,493,3.41
66B_OB_extra,66B_55,OB,3,494,5.56
66B_OB_extra,66B_55,OB,4,495,8.23
66B_OB_extra,66B_55,OB,5,400,9.88
66B_OB_extra,66B_55,OB,6,346,12.4
66B_OB_extra,66B_55,OB,7,317,17.07
66B_OB_extra,66B_55,OB,8,312,22.06
66B_OB_extra,66B_55,OB,9,1444,25.11
66B_OB_extra,66B_55,OB,10,1445,27.29
66B_OB_extra,66B_55,OB,11,7078,32.9
66B_OB_extra,66B_55,OB,12,1449,34.94
66B_OB_extra,66B_55,OB,13,1450,35.76
66B_OB_extra,66B_55,OB,14,1451,36.41
66B_OB_extra,66B_55,OB,15,2191,38.13
66B_OB_extra,66B_55,OB,16,2192,39.12
66B_OB_extra,66B_55,OB,17,2193,40.12
66B_OB_extra,66B_55,OB,18,2194,40.7
66B_OB_extra,66B_55,OB,19,2195,41.85
66B_OB_extra,66B_55,OB,20,2196,42.69
66B_OB_extra,66B_55,OB,21,2197,44.86
66B_OB_extra,66B_55,OB,22,2198,46.19
66B_OB_extra,66B_55,OB,23,2200,47.2
66B_OB_extra,66B_55,OB,24,2201,50.61
66B_OB_extra,66B_55,OB,25,7239,51.99
66B_OB_extra,66B_55,OB,26,4401,52.87
66B_OB_extra,66B_55,OB,27,2213,56.46
66B_OB_extra,66B_55,OB,28,2214,58.08
66B_OB_extra,66B_55,OB,29,2215,59.54
66B_OB_extra,66B_55,OB,30,2216,60.53
66B_OB_extra,66B_55,OB,31,4599,62.27
66B_OB_extra,66B_55,OB,32,2217,64.18
66B_OB_extra,66B_55,OB,33,2218,65.42
66B_OB_extra,66B_55,OB,34,2219,66.33
66B_OB_extra,66B_55,OB,35,3365,67.01
66B_OB_extra,66B_55,OB,36,3366,67.83
66B_OB_extra,66B_55,OB,37,3367,69.8
66B_OB_extra,66B_55,OB,38,3886,71.89
66B_OB_extra,66B_55,OB,39,3887,72.78
66B_OB_extra,66B_55,OB,40,3888,73.78
66B_OB_extra,66B_55,OB,41,7186,75.76
66B_OB_extra,66B_55,OB,42,7187,76.09
66B_OB_extra,66B_55,OB,43,3954,78.81
66B_OB_extra,66B_55,OB,44,3955,79.46
66B_OB_extra,66B_55,OB,45,3956,79.75
66B_OB_extra,66B_55,OB,46,3957,80.95
66B_OB_extra,66B_55,OB,47,3958,82.78
66B_OB_extra,66B_55,OB,48,3959,84.12
66B_OB_extra,66B_55,OB,49,7234,85.58
66B_OB_extra,66B_55,OB,50,4002,86.78
66B_OB_extra,66B_55,OB,51,5112,87.92
66B_OB_extra,66B_55,OB,52,4003,100.0
66X_IB_extra,66X_97,IB,1,3980,0.0
66X_IB_extra,66X_97,IB,2,6089,0.94
66X_IB_extra,66X_97,IB,3,3981,4.38
66X_IB_extra,66X_97,IB,4,3982,5.88
66X_IB_extra,66X_97,IB,5,3983,8.98
66X_IB_extra,66X_97,IB,6,3985,11.02
66X_IB_extra,66X_97,IB,7,3986,11.46
66X_IB_extra,66X_97,IB,8,7313,14.6
66X_IB_extra,66X_97,IB,9,6164,15.74
66X_IB_extra,66X_97,IB,10,6159,17.01
66X_IB_extra,66X_97,IB,11,6160,17.53
66X_IB_extra,66X_97,IB,12,6161,18.53
66X_IB_extra,66X_97,IB,13,3991,20.53
66X_IB_extra,66X_97,IB,14,3998,22.75
66X_IB_extra,66X_97,IB,15,3999,24.24
66X_IB_extra,66X_97,IB,16,4000,25.18
66X_IB_extra,66X_97,IB,17,4001,26.53
66X_IB_extra,66X_97,IB,18,7193,28.04
66X_IB_extra,66X_97,IB,19,7049,29.77
66X_IB_extra,66X_97,IB,20,2236,33.25
66X_IB_extra,66X_97,IB,21,2239,35.58
66X_IB_extra,66X_97,IB,22,2241,40.42
66X_IB_extra,66X_97,IB,23,2242,41.64
66X_IB_extra,66X_97,IB,24,7435,46.37
66X_IB_extra,66X_97,IB,25,2722,46.99
66X_IB_extra,66X_97,IB,26,4413,50.19
66X_IB_extra,66X_97,IB,27,1476,52.94
66X_IB_extra,66X_97,IB,28,7453,55.86
66X_IB_extra,66X_97,IB,29,1478,60.28
66X_IB_extra,66X_97,IB,30,1479,62.65
