Route,Direction,StopOrder,StopID,PercentDone,ID
25,OB,12,1449,42.38,1900
25,OB,13,1450,43.82,1901
25,OB,14,1451,44.61,1902
25,OB,15,2191,46.8,1903
25,OB,16,2192,47.98,1904
25,OB,17,2193,49.24,1905
25,OB,18,2194,49.99,1906
25,OB,19,2195,51.46,1907
25,OB,20,2196,52.5,1908
25,OB,21,2197,55.13,1909
25,OB,22,2198,56.7,1910
25,OB,23,2200,57.9,1911
25,OB,24,2201,62.11,1912
25,OB,25,7239,63.82,1913
25,OB,26,4401,64.94,1914
25,OB,27,2213,69.36,1915
25,OB,28,2214,71.34,1916
25,OB,29,2215,73.16,1917
25,OB,30,2216,74.49,1918
25,OB,31,4599,76.72,1919
25,OB,32,2217,79.04,1920
25,OB,33,2218,80.5,1921
25,OB,34,2219,81.68,1922
25,OB,35,2220,83.45,1923
25,OB,36,2221,85.25,1924
25,OB,37,2223,87.5,1925
25,OB,38,2224,88.7,1926
25,OB,39,3886,91.61,1927
25,OB,40,3887,92.78,1928
25,OB,41,3888,93.88,1929
25,OB,42,3890,100,1930
26,OB,1,7391,0,1931
26,OB,2,493,6.4,1932
26,OB,3,494,10.65,1933
26,OB,4,495,15.79,1934
26,OB,5,400,18.5,1935
26,OB,6,346,22.56,1936
26,OB,7,317,30.54,1937
26,OB,8,312,39.09,1938
26,OB,9,1444,44.23,1939
26,OB,10,1445,47.88,1940
26,OB,11,7078,57.82,1941
26,OB,12,1449,61.4,1942
26,OB,13,1450,62.98,1943
26,OB,14,1451,64.18,1944
26,OB,15,2191,67.72,1945
26,OB,16,2192,69.43,1946
26,OB,17,2193,71.19,1947
26,OB,18,2194,72.21,1948
26,OB,19,2195,74.25,1949
26,OB,20,2196,75.77,1950
26,OB,21,2197,79.75,1951
26,OB,22,2198,82.07,1952
26,OB,23,2200,83.86,1953
26,OB,24,2201,89.65,1954
26,OB,25,7239,92.08,1955
26,OB,26,4401,93.61,1956
26,OB,27,2202,95.3,1957
26,OB,28,2203,97.55,1958
26,OB,29,2210,100,1959
270,OB,1,7026,0,1960
270,OB,2,4323,10.48,1961
270,OB,3,4324,30.2,1962
270,OB,4,4769,34,1963
270,OB,5,4770,37.18,1964
270,OB,6,4765,40.54,1965
270,OB,7,4766,43.57,1966
270,OB,8,4767,46.05,1967
270,OB,9,4768,48.26,1968
270,OB,10,4325,54.78,1969
270,OB,11,3328,60.39,1970
270,OB,12,3329,66.56,1971
270,OB,13,3330,67.92,1972
270,OB,14,3331,71.54,1973
270,OB,15,3351,74.62,1974
270,OB,16,3332,79.6,1975
270,OB,17,3333,100,1976
27A,OB,1,300,0,1977
27A,OB,2,496,5.31,1978
27A,OB,3,7490,6.9,1979
27A,OB,4,497,8.21,1980
27A,OB,5,515,13.4,1981
27A,OB,6,516,16.82,1982
27A,OB,7,4384,19.28,1983
27A,OB,8,519,22.41,1984
27A,OB,9,521,24.32,1985
27A,OB,10,522,26.93,1986
27A,OB,11,7659,28.34,1987
27A,OB,12,523,29.34,1988
27A,OB,13,669,33.33,1989
27A,OB,14,670,36.07,1990
27A,OB,15,671,37.55,1991
27A,OB,16,672,39.82,1992
27A,OB,17,4382,41.32,1993
27A,OB,18,1196,45.22,1994
27A,OB,19,1197,47.24,1995
27A,OB,20,1198,51.17,1996
27A,OB,21,4782,55.88,1997
27A,OB,22,1782,58.07,1998
27A,OB,23,1783,59.96,1999
27A,OB,24,1784,61.68,2000
27A,OB,25,1785,64.29,2001
27A,OB,26,1786,65.46,2002
27A,OB,27,624,68.15,2003
27A,OB,28,625,69.98,2004
27A,OB,29,626,73.71,2005
27A,OB,30,627,75.55,2006
27A,OB,31,628,77.12,2007
27A,OB,32,629,79.11,2008
27A,OB,33,630,81.42,2009
27A,OB,34,4466,82.91,2010
27A,OB,35,633,84.67,2011
27A,OB,36,634,88.2,2012
27A,OB,37,1005,90.55,2013
27A,OB,38,1788,93.24,2014
27A,OB,39,1789,95.82,2015
27A,OB,40,7199,100,2016
27B,OB,1,300,0,2017
27B,OB,2,7490,3.98,2018
27B,OB,3,497,4.53,2019
27B,OB,4,515,8.31,2020
27B,OB,5,516,10.71,2021
27B,OB,6,4384,12.46,2022
27B,OB,7,519,14.65,2023
27B,OB,8,521,16,2024
27B,OB,9,522,17.82,2025
27B,OB,10,7659,18.86,2026
27B,OB,11,523,19.59,2027
27B,OB,12,669,22.47,2028
27B,OB,13,670,24.43,2029
27B,OB,14,671,25.49,2030
27B,OB,15,672,27.12,2031
27B,OB,16,4382,28.22,2032
27B,OB,17,1196,30.99,2033
27B,OB,18,1197,32.47,2034
27B,OB,19,1198,35.17,2035
27B,OB,20,1222,37.59,2036
27B,OB,21,1223,38.53,2037
27B,OB,22,1224,39.54,2038
27B,OB,23,1225,40.72,2039
27B,OB,24,1226,43.31,2040
27B,OB,25,1227,44.9,2041
27B,OB,26,1228,47.17,2042
27B,OB,27,1244,48.41,2043
27B,OB,28,254,53.95,2044
27B,OB,29,1246,59.92,2045
27B,OB,30,1229,60.97,2046
27B,OB,31,1231,62.7,2047
27B,OB,32,1232,63.62,2048
27B,OB,33,1233,64.63,2049
27B,OB,34,1234,65.76,2050
27B,OB,35,7358,67.4,2051
27B,OB,36,5174,69.45,2052
27B,OB,37,6078,70.79,2053
27B,OB,38,7112,73.62,2054
27B,OB,39,972,75.53,2055
27B,OB,40,1625,80.77,2056
27B,OB,41,1626,82.8,2057
27B,OB,42,1627,85.25,2058
27B,OB,43,1628,87.1,2059
27B,OB,44,1629,88.49,2060
27B,OB,45,6234,97.48,2061
27B,OB,46,332,100,2062
27X,OB,1,4952,0,2063
27X,OB,2,768,3.35,2064
27X,OB,3,2085,7.15,2065
27X,OB,4,2086,9.22,2066
27X,OB,5,479,10.87,2067
27X,OB,6,480,12.28,2068
27X,OB,7,481,12.77,2069
27X,OB,8,482,13.6,2070
27X,OB,9,483,14.2,2071
27X,OB,10,485,16.25,2072
27X,OB,11,488,20.56,2073
27X,OB,12,491,24.2,2074
27X,OB,13,493,28.36,2075
27X,OB,14,494,32.12,2076
27X,OB,15,495,36.58,2077
27X,OB,16,496,43.44,2078
27X,OB,17,7490,44.93,2079
27X,OB,18,7659,45.48,2080
27X,OB,19,497,54.75,2081
27X,OB,20,523,55.59,2082
27X,OB,21,4382,64.13,2083
27X,OB,22,1196,66.18,2084
27X,OB,23,1197,67.5,2085
27X,OB,24,1198,69.65,2086
27X,OB,25,1199,71.66,2087
27X,OB,26,1200,72.51,2088
27X,OB,27,4385,73.5,2089
27X,OB,28,1201,75.14,2090
27X,OB,29,4695,76.97,2091
27X,OB,30,1243,77.88,2092
27X,OB,31,4696,78.81,2093
27X,OB,32,4697,79.32,2094
27X,OB,33,1250,80.51,2095
27X,OB,34,4698,81.32,2096
27X,OB,35,4383,82.45,2097
27X,OB,36,4699,83.24,2098
27X,OB,37,4388,84.58,2099
27X,OB,38,4700,85.2,2100
27X,OB,39,1266,86.2,2101
27X,OB,40,1267,87.39,2102
27X,OB,41,1268,88.2,2103
27X,OB,42,1269,89.25,2104
27X,OB,43,1265,89.87,2105
27X,OB,44,6115,92.08,2106
27X,OB,45,4593,95.44,2107
27X,OB,46,4594,100,2108
27,OB,1,4595,0,2109
27,OB,2,4596,0.67,2110
27,OB,3,4563,1.53,2111
27,OB,4,1218,2.67,2112
27,OB,5,1258,4.16,2113
27,OB,6,1259,4.84,2114
27,OB,7,1260,5.61,2115
27,OB,8,6130,6.26,2116
27,OB,9,1262,7.17,2117
27,OB,10,4692,8.19,2118
27,OB,11,1245,8.97,2119
27,OB,12,4693,9.66,2120
27,OB,13,1254,10.8,2121
27,OB,14,1255,11.78,2122
27,OB,15,1256,12.17,2123
27,OB,16,4694,13.1,2124
27,OB,17,1249,13.74,2125
27,OB,18,1247,14.16,2126
27,OB,19,1248,14.93,2127
27,OB,20,1273,16.32,2128
27,OB,21,1274,17.49,2129
27,OB,22,1275,18.59,2130
27,OB,23,1276,19,2131
27,OB,24,1277,19.87,2132
27,OB,25,1219,20.58,2133
27,OB,26,1220,21.54,2134
27,OB,27,1221,22.52,2135
27,OB,28,664,23.76,2136
27,OB,29,665,24.61,2137
27,OB,30,666,25.22,2138
27,OB,31,667,25.87,2139
27,OB,32,668,27.02,2140
27,OB,33,614,28.27,2141
27,OB,34,615,29.07,2142
27,OB,35,616,30.07,2143
27,OB,36,617,31.07,2144
27,OB,37,618,31.93,2145
27,OB,38,619,33.16,2146
27,OB,39,675,33.65,2147
27,OB,40,1500,34.71,2148
27,OB,41,302,38.63,2149
27,OB,42,4495,42.24,2150
27,OB,43,4522,45.76,2151
27,OB,44,1934,48.44,2152
27,OB,45,2310,51.08,2153
27,OB,46,2311,53.46,2154
27,OB,47,2312,55.31,2155
27,OB,48,2313,55.97,2156
27,OB,49,2314,56.73,2157
27,OB,50,2315,57.51,2158
27,OB,51,2094,58.93,2159
27,OB,52,1406,60.25,2160
27,OB,53,1407,61.3,2161
27,OB,54,1409,62.12,2162
27,OB,55,2095,63.36,2163
27,OB,56,2096,64.39,2164
27,OB,57,2097,65.09,2165
27,OB,58,2099,66.52,2166
27,OB,59,2101,67.4,2167
27,OB,60,2102,68.74,2168
27,OB,61,2103,70.05,2169
27,OB,62,2332,70.77,2170
27,OB,63,2333,71.44,2171
27,OB,64,2334,72.74,2172
27,OB,65,4662,73.66,2173
27,OB,66,2335,74,2174
27,OB,67,2336,74.74,2175
27,OB,68,2337,75.6,2176
27,OB,69,2339,76.44,2177
27,OB,70,2340,77.25,2178
27,OB,71,2601,78.19,2179
27,OB,72,4446,79.36,2180
27,OB,73,2603,80.87,2181
27,OB,74,2557,83.46,2182
27,OB,75,4436,84.73,2183
27,OB,76,5008,85.78,2184
27,OB,77,4640,86.44,2185
27,OB,78,4347,88.37,2186
27,OB,79,2349,90.08,2187
27,OB,80,2351,91.49,2188
27,OB,81,2621,92.78,2189
27,OB,82,2622,93.62,2190
27,OB,83,2623,94.2,2191
27,OB,84,2624,95.09,2192
27,OB,85,4441,95.95,2193
27,OB,86,2626,96.7,2194
27,OB,87,2669,97.32,2195
27,OB,88,4641,98.43,2196
27,OB,89,4642,99.01,2197
27,OB,90,2355,100,2198
29A,OB,1,289,0,2199
29A,OB,2,7617,1.47,2200
29A,OB,3,496,4.84,2201
29A,OB,4,7490,6.43,2202
29A,OB,5,515,10.12,2203
29A,OB,6,516,12.83,2204
29A,OB,7,4384,14.86,2205
29A,OB,8,519,17.33,2206
29A,OB,9,521,18.83,2207
29A,OB,10,522,20.91,2208
29A,OB,11,7659,22.15,2209
29A,OB,12,523,22.96,2210
29A,OB,13,525,26.95,2211
29A,OB,14,526,29.3,2212
29A,OB,15,527,32.22,2213
29A,OB,16,528,33.52,2214
29A,OB,17,529,34.75,2215
29A,OB,18,530,36.96,2216
29A,OB,19,531,38.98,2217
29A,OB,20,709,40.9,2218
29A,OB,21,532,43.67,2219
29A,OB,22,649,45.84,2220
29A,OB,23,650,47.51,2221
29A,OB,24,651,49.72,2222
29A,OB,25,4472,51.16,2223
29A,OB,26,4386,53.28,2224
29A,OB,27,653,55.76,2225
29A,OB,28,722,59.53,2226
29A,OB,29,723,62.77,2227
29A,OB,30,724,64.49,2228
29A,OB,31,725,66.87,2229
29A,OB,32,726,71.24,2230
29A,OB,33,727,72.86,2231
29A,OB,34,728,75.09,2232
29A,OB,35,729,77.77,2233
29A,OB,36,730,79.1,2234
29A,OB,37,5160,81.71,2235
29A,OB,38,5155,82.64,2236
29A,OB,39,4806,82.99,2237
29A,OB,40,5156,86.89,2238
29A,OB,41,7552,89.91,2239
29A,OB,42,924,92.18,2240
29A,OB,43,925,94.02,2241
29A,OB,44,927,96.86,2242
29A,OB,45,938,100,2243
31A,OB,1,621,0,2244
31A,OB,2,289,3.2,2245
31A,OB,3,496,8.8,2246
31A,OB,4,7490,10.25,2247
31A,OB,5,515,12.74,2248
31A,OB,6,516,14.59,2249
31A,OB,7,4384,15.94,2250
31A,OB,8,519,17.69,2251
31A,OB,9,521,18.77,2252
31A,OB,10,522,20.22,2253
31A,OB,11,7659,21.06,2254
31A,OB,12,523,21.51,2255
31A,OB,13,525,24.39,2256
31A,OB,14,526,26.07,2257
31A,OB,15,527,28,2258
31A,OB,16,528,28.84,2259
31A,OB,17,529,29.68,2260
31A,OB,18,530,31.26,2261
31A,OB,19,531,32.68,2262
31A,OB,20,709,34.05,2263
31A,OB,21,532,36.07,2264
31A,OB,22,533,37.65,2265
31A,OB,23,534,38.62,2266
31A,OB,24,535,39.97,2267
31A,OB,25,536,42.43,2268
31A,OB,26,537,43.75,2269
31A,OB,27,538,44.52,2270
31A,OB,28,539,45.65,2271
31A,OB,29,540,46.53,2272
31A,OB,30,541,47.12,2273
31A,OB,31,542,49.05,2274
31A,OB,32,543,50.32,2275
31A,OB,33,544,51.65,2276
31A,OB,34,545,52.69,2277
31A,OB,35,546,53.85,2278
31A,OB,36,547,55.62,2279
31A,OB,37,548,57.01,2280
31A,OB,38,549,57.92,2281
31A,OB,39,550,60.72,2282
31A,OB,40,551,62.01,2283
31A,OB,41,552,62.94,2284
31A,OB,42,553,64.95,2285
31A,OB,43,554,65.73,2286
31A,OB,44,555,66.97,2287
31A,OB,45,557,68.2,2288
31A,OB,46,558,69.76,2289
31A,OB,47,559,71.76,2290
31A,OB,48,560,73.58,2291
31A,OB,49,562,76.27,2292
31A,OB,50,563,77.06,2293
31A,OB,51,564,77.97,2294
31A,OB,52,565,79.1,2295
31A,OB,53,566,79.85,2296
31A,OB,54,707,80.91,2297
31A,OB,55,708,83.68,2298
31A,OB,56,731,84.18,2299
31A,OB,57,710,84.64,2300
31A,OB,58,711,85.12,2301
31A,OB,59,712,85.91,2302
31A,OB,60,713,86.42,2303
31A,OB,61,714,86.96,2304
31A,OB,62,715,87.63,2305
31A,OB,63,716,88.85,2306
31A,OB,64,717,89.58,2307
31A,OB,65,718,90.34,2308
31A,OB,66,719,91.08,2309
31A,OB,67,720,91.95,2310
31A,OB,68,680,93.53,2311
31A,OB,69,681,94.41,2312
31A,OB,70,682,95.28,2313
31A,OB,71,683,96.4,2314
31A,OB,72,684,97.15,2315
31A,OB,73,685,97.93,2316
31A,OB,74,686,100,2317
31B,OB,1,621,0,2318
31B,OB,2,289,3.82,2319
31B,OB,3,496,10.61,2320
31B,OB,4,7490,12.15,2321
31B,OB,5,515,15.25,2322
31B,OB,6,516,17.5,2323
31B,OB,7,4384,19.25,2324
31B,OB,8,519,21.12,2325
31B,OB,9,521,22.36,2326
31B,OB,10,522,24.43,2327
31B,OB,11,7659,25.55,2328
31B,OB,12,523,27.1,2329
31B,OB,13,525,30.55,2330
31B,OB,14,526,32.57,2331
31B,OB,15,527,35.43,2332
31B,OB,16,528,36.81,2333
31B,OB,17,529,38.16,2334
31B,OB,18,530,40.09,2335
31B,OB,19,531,41.69,2336
31B,OB,20,709,43.54,2337
31B,OB,21,532,46.04,2338
31B,OB,22,533,47.73,2339
31B,OB,23,534,48.92,2340
31B,OB,24,535,50.38,2341
31B,OB,25,536,52.8,2342
31B,OB,26,537,54.25,2343
31B,OB,27,538,55.21,2344
31B,OB,28,539,56.43,2345
31B,OB,29,540,57.47,2346
31B,OB,30,541,58.17,2347
31B,OB,31,542,60.57,2348
31B,OB,32,543,62.09,2349
31B,OB,33,544,63.55,2350
31B,OB,34,545,64.61,2351
31B,OB,35,546,65.89,2352
31B,OB,36,547,67.73,2353
31B,OB,37,548,69.08,2354
31B,OB,38,549,69.82,2355
31B,OB,39,677,72.53,2356
31B,OB,40,678,73.67,2357
31B,OB,41,679,74.44,2358
31B,OB,42,680,75.72,2359
31B,OB,43,681,76.79,2360
31B,OB,44,682,77.65,2361
31B,OB,45,683,78.89,2362
31B,OB,46,684,79.81,2363
31B,OB,47,685,80.68,2364
31B,OB,48,686,81.59,2365
31B,OB,49,688,83.04,2366
31B,OB,50,689,84.04,2367
31B,OB,51,690,84.94,2368
31B,OB,52,5062,86.29,2369
31B,OB,53,691,86.99,2370
31B,OB,54,692,88.02,2371
31B,OB,55,694,88.32,2372
31B,OB,56,695,89.09,2373
31B,OB,57,696,90.07,2374
31B,OB,58,697,90.89,2375
31B,OB,59,698,91.59,2376
31B,OB,60,699,92.37,2377
31B,OB,61,700,93.26,2378
31B,OB,62,701,94.24,2379
31B,OB,63,702,94.61,2380
31B,OB,64,703,95.2,2381
31B,OB,65,704,96.39,2382
31B,OB,66,705,96.96,2383
31B,OB,67,706,97.53,2384
31B,OB,68,707,100,2385
31D,OB,1,7571,0,2386
31D,OB,2,1190,27.47,2387
31D,OB,3,1191,28.64,2388
31D,OB,4,1192,29.64,2389
31D,OB,5,1193,30.82,2390
31D,OB,6,1194,31.67,2391
31D,OB,7,1195,33.89,2392
31D,OB,8,674,41.18,2393
31D,OB,9,4389,42.8,2394
31D,OB,10,4390,44.35,2395
31D,OB,11,530,47.42,2396
31D,OB,12,531,49.83,2397
31D,OB,13,709,52.65,2398
31D,OB,14,532,56.06,2399
31D,OB,15,533,58.39,2400
31D,OB,16,534,60,2401
31D,OB,17,535,62.21,2402
31D,OB,18,536,66.22,2403
31D,OB,19,537,68.25,2404
31D,OB,20,538,69.46,2405
31D,OB,21,539,70.97,2406
31D,OB,22,540,72.42,2407
31D,OB,23,541,73.29,2408
31D,OB,24,542,77.45,2409
31D,OB,25,543,80.21,2410
31D,OB,26,544,82.28,2411
31D,OB,27,545,83.96,2412
31D,OB,28,546,86.16,2413
31D,OB,29,910,88.61,2414
31D,OB,30,911,91.52,2415
31D,OB,31,912,95.08,2416
31D,OB,32,913,100,2417
31,OB,1,621,0,2418
31,OB,2,289,3.79,2419
31,OB,3,496,10.73,2420
31,OB,4,7490,12.44,2421
31,OB,5,515,15.43,2422
31,OB,6,516,17.77,2423
31,OB,7,4384,19.54,2424
31,OB,8,519,21.67,2425
31,OB,9,521,23.03,2426
31,OB,10,522,24.84,2427
31,OB,11,7659,25.97,2428
31,OB,12,523,26.63,2429
31,OB,13,525,30.07,2430
31,OB,14,526,32.21,2431
31,OB,15,527,34.77,2432
31,OB,16,528,36,2433
31,OB,17,529,37.07,2434
31,OB,18,530,39.04,2435
31,OB,19,531,40.85,2436
31,OB,20,709,42.52,2437
31,OB,21,532,44.95,2438
31,OB,22,533,47.01,2439
31,OB,23,534,48.35,2440
31,OB,24,535,50.01,2441
31,OB,25,536,52.91,2442
31,OB,26,537,54.58,2443
31,OB,27,538,55.6,2444
31,OB,28,539,57.04,2445
31,OB,29,540,58.22,2446
31,OB,30,541,59.01,2447
31,OB,31,542,61.55,2448
31,OB,32,543,62.96,2449
31,OB,33,544,64.63,2450
31,OB,34,545,65.96,2451
31,OB,35,546,67.3,2452
31,OB,36,547,69.48,2453
31,OB,37,548,71.18,2454
31,OB,38,549,72.23,2455
31,OB,39,550,75.4,2456
31,OB,40,551,76.9,2457
31,OB,41,552,78.09,2458
31,OB,42,553,80.52,2459
31,OB,43,554,81.48,2460
31,OB,44,555,82.99,2461
31,OB,45,557,84.48,2462
31,OB,46,558,86.19,2463
31,OB,47,559,88.53,2464
31,OB,48,560,90.59,2465
31,OB,49,562,93.77,2466
31,OB,50,563,94.79,2467
31,OB,51,564,95.91,2468
31,OB,52,565,97.31,2469
31,OB,53,566,98.19,2470
31,OB,54,567,100,2471
32X,OB,1,3640,0,2472
32X,OB,2,3574,1.06,2473
32X,OB,3,3641,2.98,2474
32X,OB,4,3642,3.7,2475
32X,OB,5,3643,6.71,2476
32X,OB,6,3583,7.8,2477
32X,OB,7,3584,8.21,2478
32X,OB,8,3585,9.14,2479
32X,OB,9,3587,11.35,2480
32X,OB,10,3588,11.95,2481
32X,OB,11,3589,13.32,2482
32X,OB,12,3605,16.75,2483
32X,OB,13,3606,18.08,2484
32X,OB,14,3607,19.76,2485
32X,OB,15,3608,21.55,2486
32X,OB,16,3609,22.82,2487
32X,OB,17,3598,24.59,2488
32X,OB,18,4465,25.61,2489
32X,OB,19,944,26.44,2490
32X,OB,20,945,27,2491
32X,OB,21,947,27.93,2492
32X,OB,22,948,28.35,2493
32X,OB,23,949,28.83,2494
32X,OB,24,928,30.36,2495
32X,OB,25,588,35.4,2496
32X,OB,26,590,36.76,2497
32X,OB,27,1729,44.54,2498
32X,OB,28,1731,46.22,2499
32X,OB,29,1738,51.04,2500
32X,OB,30,614,53.22,2501
32X,OB,31,675,59.71,2502
32X,OB,32,621,64.28,2503
32X,OB,33,6207,67.37,2504
32X,OB,34,4495,69.44,2505
32X,OB,35,2809,75.69,2506
32X,OB,36,2810,77.94,2507
32X,OB,37,842,82.41,2508
32X,OB,38,846,85.4,2509
32X,OB,39,848,87.45,2510
32X,OB,40,759,92.42,2511
32X,OB,41,760,93.46,2512
32X,OB,42,761,93.91,2513
32X,OB,43,762,94.36,2514
32X,OB,44,763,95.93,2515
32X,OB,45,4952,100,2516
32,OB,1,621,0,2517
32,OB,2,289,3.55,2518
32,OB,3,496,9.78,2519
32,OB,4,7490,11.11,2520
32,OB,5,515,14.04,2521
32,OB,6,516,16.24,2522
32,OB,7,4384,17.92,2523
32,OB,8,519,19.89,2524
32,OB,9,521,21.16,2525
32,OB,10,522,22.86,2526
32,OB,11,7659,23.91,2527
32,OB,12,523,24.59,2528
32,OB,13,525,27.74,2529
32,OB,14,526,29.71,2530
32,OB,15,527,32.19,2531
32,OB,16,528,33.35,2532
32,OB,17,529,34.39,2533
32,OB,18,530,36.18,2534
32,OB,19,531,37.85,2535
32,OB,20,709,39.45,2536
32,OB,21,532,41.7,2537
32,OB,22,533,43.56,2538
32,OB,23,534,44.81,2539
32,OB,24,535,46.36,2540
32,OB,25,536,48.98,2541
32,OB,26,537,50.5,2542
32,OB,27,538,51.47,2543
32,OB,28,539,52.81,2544
32,OB,29,540,53.91,2545
32,OB,30,541,54.66,2546
32,OB,31,542,57.08,2547
32,OB,32,543,58.43,2548
32,OB,33,544,59.94,2549
32,OB,34,545,61.14,2550
32,OB,35,546,62.41,2551
32,OB,36,910,63.96,2552
32,OB,37,911,65.27,2553
32,OB,38,912,67.18,2554
32,OB,39,913,69.85,2555
32,OB,40,914,71.28,2556
32,OB,41,938,72.91,2557
32,OB,42,940,74.85,2558
32,OB,43,941,75.79,2559
32,OB,44,942,77.17,2560
32,OB,45,943,78.91,2561
32,OB,46,3599,81.24,2562
32,OB,47,3600,83.19,2563
32,OB,48,3601,84.42,2564
32,OB,49,3602,85.56,2565
32,OB,50,3604,87.42,2566
32,OB,51,3616,88.42,2567
32,OB,52,3618,90.52,2568
32,OB,53,3619,92.67,2569
32,OB,54,3620,94.41,2570
32,OB,55,3622,96.01,2571
32,OB,56,3623,97.05,2572
32,OB,57,4387,100,2573
33A,OB,1,3677,0,2574
33A,OB,2,3678,3.35,2575
33A,OB,3,3679,8.66,2576
33A,OB,4,3711,12.29,2577
33A,OB,5,3712,13.42,2578
33A,OB,6,3713,16.38,2579
33A,OB,7,3714,16.92,2580
33A,OB,8,3715,20.22,2581
33A,OB,9,5175,22.43,2582
33A,OB,10,3755,23.95,2583
33A,OB,11,3756,26.3,2584
33A,OB,12,3757,27.03,2585
33A,OB,13,3758,27.79,2586
33A,OB,14,3759,28.69,2587
33A,OB,15,3760,29.16,2588
33A,OB,16,3761,30.28,2589
33A,OB,17,3762,31.1,2590
33A,OB,18,3763,32.56,2591
33A,OB,19,3764,35.04,2592
33A,OB,20,3765,36.54,2593
33A,OB,21,3766,38.46,2594
33A,OB,22,3767,39.01,2595
33A,OB,23,3768,39.39,2596
33A,OB,24,3770,39.91,2597
33A,OB,25,3769,40.8,2598
33A,OB,26,3771,41.79,2599
33A,OB,27,3772,42.46,2600
33A,OB,28,3773,42.84,2601
33A,OB,29,3774,44.08,2602
33A,OB,30,7172,45.23,2603
33A,OB,31,3775,45.95,2604
33A,OB,32,3777,47.42,2605
33A,OB,33,3778,49.3,2606
33A,OB,34,3781,52.82,2607
33A,OB,35,3782,53.7,2608
33A,OB,36,3783,54.91,2609
33A,OB,37,3784,56.34,2610
33A,OB,38,3785,58.02,2611
33A,OB,39,3786,59.24,2612
33A,OB,40,3787,60.53,2613
33A,OB,41,3788,61.55,2614
33A,OB,42,3789,62.32,2615
33A,OB,43,3790,63.39,2616
33A,OB,44,3791,64.19,2617
33A,OB,45,3792,64.93,2618
33A,OB,46,3793,65.8,2619
33A,OB,47,3794,67.26,2620
33A,OB,48,3795,68.32,2621
33A,OB,49,3797,69.8,2622
33A,OB,50,3798,70.99,2623
33A,OB,51,3799,74.29,2624
33A,OB,52,6076,75.64,2625
33A,OB,53,6077,79.78,2626
33A,OB,54,3569,80.52,2627
33A,OB,55,3571,81.26,2628
33A,OB,56,3801,82.76,2629
33A,OB,57,3802,83.64,2630
33A,OB,58,3805,89.08,2631
33A,OB,59,7175,90.29,2632
33A,OB,60,3806,93.25,2633
33A,OB,61,3807,93.9,2634
33A,OB,62,3808,95.52,2635
33A,OB,63,3809,96.33,2636
33A,OB,64,7174,100,2637
33B,OB,1,4330,-0.02,2638
33B,OB,2,3679,10.18,2639
33B,OB,3,3711,17.61,2640
33B,OB,4,3712,20.12,2641
33B,OB,5,3713,26.29,2642
33B,OB,6,3714,27.88,2643
33B,OB,7,3719,43.66,2644
33B,OB,8,3718,48.14,2645
33B,OB,9,3720,54.41,2646
33B,OB,10,3721,58.2,2647
33B,OB,11,3722,64.46,2648
33B,OB,12,5069,67.2,2649
33B,OB,13,3723,70.16,2650
33B,OB,14,3724,73.46,2651
33B,OB,15,3725,74.92,2652
33B,OB,16,3726,78.05,2653
33B,OB,17,7039,83.36,2654
33B,OB,18,7204,86.42,2655
33B,OB,19,3728,93.48,2656
33B,OB,20,3729,94.79,2657
33B,OB,21,3730,96.43,2658
33B,OB,22,3732,100.03,2659
33D,OB,1,407,0,2660
33D,OB,2,2498,5.2,2661
33D,OB,3,2499,9.26,2662
33D,OB,4,2500,15.36,2663
33D,OB,5,2501,20.21,2664
33D,OB,6,7623,23.08,2665
33D,OB,7,3714,63.64,2666
33D,OB,8,3719,70.59,2667
33D,OB,9,3718,73.03,2668
33D,OB,10,3720,76.77,2669
33D,OB,11,3721,79.06,2670
33D,OB,12,3722,82.35,2671
33D,OB,13,5069,83.96,2672
33D,OB,14,3723,85.98,2673
33D,OB,15,3724,88.27,2674
33D,OB,16,3725,89.08,2675
33D,OB,17,3726,90.73,2676
33D,OB,18,7039,92.07,2677
33D,OB,19,7204,93.02,2678
33D,OB,20,3728,96.98,2679
33D,OB,21,3729,97.67,2680
33D,OB,22,3730,98.49,2681
33D,OB,23,3732,100,2682
33E,OB,1,292,0,2683
33E,OB,2,1171,1.27,2684
33E,OB,3,1172,2.16,2685
33E,OB,4,1173,2.79,2686
33E,OB,5,1174,4.2,2687
33E,OB,6,1175,5,2688
33E,OB,7,15,6.71,2689
33E,OB,8,17,8.8,2690
33E,OB,9,18,10.03,2691
33E,OB,10,19,10.48,2692
33E,OB,11,21,11.5,2693
33E,OB,12,7602,12.26,2694
33E,OB,13,85,12.86,2695
33E,OB,14,203,14.01,2696
33E,OB,15,204,14.89,2697
33E,OB,16,205,15.3,2698
33E,OB,17,1620,16.27,2699
33E,OB,18,220,17.56,2700
33E,OB,19,1622,18.43,2701
33E,OB,20,1623,19.13,2702
33E,OB,21,1624,20.16,2703
33E,OB,22,1625,21.86,2704
33E,OB,23,1626,22.9,2705
33E,OB,24,1627,24.13,2706
33E,OB,25,1628,25.08,2707
33E,OB,26,1629,25.6,2708
33E,OB,27,1630,26.83,2709
33E,OB,28,3670,27.66,2710
33E,OB,29,3671,29.27,2711
33E,OB,30,3672,29.73,2712
33E,OB,31,3674,30.88,2713
33E,OB,32,3675,31.19,2714
33E,OB,33,3676,32.63,2715
33E,OB,34,3677,33.69,2716
