Route,SUB,Direction,StopOrder,StopID,PercentDone,ID
51X_IB_extra,51X_63,IB,14,3421,12.57,1347
51X_IB_extra,51X_63,IB,15,3422,13.77,1348
51X_IB_extra,51X_63,IB,16,3423,14.68,1349
51X_IB_extra,51X_63,IB,17,4409,19.76,1350
51X_IB_extra,51X_63,IB,18,1972,21.3,1351
51X_IB_extra,51X_63,IB,19,1973,22.89,1352
51X_IB_extra,51X_63,IB,20,1974,24.14,1353
51X_IB_extra,51X_63,IB,21,1975,27.06,1354
51X_IB_extra,51X_63,IB,22,1982,33.77,1355
51X_IB_extra,51X_63,IB,23,2642,40.48,1356
51X_IB_extra,51X_63,IB,24,7435,42.87,1357
51X_IB_extra,51X_63,IB,25,4413,47.09,1358
51X_IB_extra,51X_63,IB,26,7453,51.86,1359
51X_IB_extra,51X_63,IB,27,1478,55.18,1360
51X_IB_extra,51X_63,IB,28,1479,57.53,1361
51X_IB_extra,51X_63,IB,29,315,60.1,1362
51X_IB_extra,51X_63,IB,30,336,64.93,1363
51X_IB_extra,51X_63,IB,31,404,72.64,1364
51X_IB_extra,51X_63,IB,32,747,75.77,1365
51X_IB_extra,51X_63,IB,33,748,77.54,1366
51X_IB_extra,51X_63,IB,34,749,78.47,1367
51X_IB_extra,51X_63,IB,35,750,80.51,1368
51X_IB_extra,51X_63,IB,36,751,81.44,1369
51X_IB_extra,51X_63,IB,37,752,83.49,1370
51X_IB_extra,51X_63,IB,38,753,85.19,1371
51X_IB_extra,51X_63,IB,39,754,85.9,1372
51X_IB_extra,51X_63,IB,40,755,86.79,1373
51X_IB_extra,51X_63,IB,41,756,88.21,1374
51X_IB_extra,51X_63,IB,42,757,89.2,1375
51X_IB_extra,51X_63,IB,43,758,89.81,1376
51X_IB_extra,51X_63,IB,44,759,91.18,1377
51X_IB_extra,51X_63,IB,45,760,92.54,1378
51X_IB_extra,51X_63,IB,46,761,93.05,1379
51X_IB_extra,51X_63,IB,47,762,93.56,1380
51X_IB_extra,51X_63,IB,48,763,95.39,1381
51X_IB_extra,51X_63,IB,49,4953,100,1382
13_OB_extra,13_63,OB,1,324,0,1383
13_OB_extra,13_63,OB,2,6235,0.74,1384
13_OB_extra,13_63,OB,3,327,3.34,1385
13_OB_extra,13_63,OB,4,6016,6.29,1386
13_OB_extra,13_63,OB,5,6017,7.19,1387
13_OB_extra,13_63,OB,6,7192,7.54,1388
13_OB_extra,13_63,OB,7,4683,8.32,1389
13_OB_extra,13_63,OB,8,107,9.22,1390
13_OB_extra,13_63,OB,9,6125,10.39,1391
13_OB_extra,13_63,OB,10,7092,11.58,1392
13_OB_extra,13_63,OB,11,110,12.35,1393
13_OB_extra,13_63,OB,12,112,13.88,1394
13_OB_extra,13_63,OB,13,113,15.68,1395
13_OB_extra,13_63,OB,14,114,16.18,1396
13_OB_extra,13_63,OB,15,115,17.07,1397
13_OB_extra,13_63,OB,16,37,17.84,1398
13_OB_extra,13_63,OB,17,38,18.78,1399
13_OB_extra,13_63,OB,18,39,19.22,1400
13_OB_extra,13_63,OB,19,116,20.51,1401
13_OB_extra,13_63,OB,20,117,20.88,1402
13_OB_extra,13_63,OB,21,118,21.45,1403
13_OB_extra,13_63,OB,22,119,22.97,1404
13_OB_extra,13_63,OB,23,44,23.77,1405
13_OB_extra,13_63,OB,24,7603,24.46,1406
13_OB_extra,13_63,OB,25,45,25.2,1407
13_OB_extra,13_63,OB,26,46,26.6,1408
13_OB_extra,13_63,OB,27,47,27.71,1409
13_OB_extra,13_63,OB,28,48,28.74,1410
13_OB_extra,13_63,OB,29,49,30.29,1411
13_OB_extra,13_63,OB,30,51,32,1412
13_OB_extra,13_63,OB,31,52,33.04,1413
13_OB_extra,13_63,OB,32,261,34.65,1414
13_OB_extra,13_63,OB,33,270,36.53,1415
13_OB_extra,13_63,OB,34,335,39.74,1416
13_OB_extra,13_63,OB,35,4521,42.71,1417
13_OB_extra,13_63,OB,36,1935,45.66,1418
13_OB_extra,13_63,OB,37,1937,47.8,1419
13_OB_extra,13_63,OB,38,1938,48.64,1420
13_OB_extra,13_63,OB,39,1939,49.93,1421
13_OB_extra,13_63,OB,40,1940,51.28,1422
13_OB_extra,13_63,OB,41,1941,51.96,1423
13_OB_extra,13_63,OB,42,1942,53.22,1424
13_OB_extra,13_63,OB,43,1943,54.02,1425
13_OB_extra,13_63,OB,44,1944,54.85,1426
13_OB_extra,13_63,OB,45,1945,56.65,1427
13_OB_extra,13_63,OB,46,1946,57.72,1428
13_OB_extra,13_63,OB,47,1947,58.15,1429
13_OB_extra,13_63,OB,48,1948,59.57,1430
13_OB_extra,13_63,OB,49,1949,60.36,1431
13_OB_extra,13_63,OB,50,1950,61.25,1432
13_OB_extra,13_63,OB,51,1951,63,1433
13_OB_extra,13_63,OB,52,1952,63.4,1434
13_OB_extra,13_63,OB,53,1953,63.77,1435
13_OB_extra,13_63,OB,54,1954,64.3,1436
13_OB_extra,13_63,OB,55,1955,64.78,1437
13_OB_extra,13_63,OB,56,1956,65.82,1438
13_OB_extra,13_63,OB,57,1957,66.49,1439
13_OB_extra,13_63,OB,58,1958,66.79,1440
13_OB_extra,13_63,OB,59,1959,68.22,1441
13_OB_extra,13_63,OB,60,1960,69.05,1442
13_OB_extra,13_63,OB,61,4379,70.85,1443
13_OB_extra,13_63,OB,62,1963,72.6,1444
13_OB_extra,13_63,OB,63,4549,73,1445
13_OB_extra,13_63,OB,64,1964,73.7,1446
13_OB_extra,13_63,OB,65,4674,74.85,1447
13_OB_extra,13_63,OB,66,4663,76.34,1448
13_OB_extra,13_63,OB,67,4664,77.36,1449
13_OB_extra,13_63,OB,68,2160,79.36,1450
13_OB_extra,13_63,OB,69,2161,79.98,1451
13_OB_extra,13_63,OB,70,4665,80.42,1452
13_OB_extra,13_63,OB,71,4666,81.86,1453
13_OB_extra,13_63,OB,72,4667,82.33,1454
13_OB_extra,13_63,OB,73,4668,83.15,1455
13_OB_extra,13_63,OB,74,4677,84.75,1456
13_OB_extra,13_63,OB,75,2136,85.33,1457
13_OB_extra,13_63,OB,76,2137,85.78,1458
13_OB_extra,13_63,OB,77,7201,86.13,1459
13_OB_extra,13_63,OB,78,2138,86.54,1460
13_OB_extra,13_63,OB,79,2139,86.82,1461
13_OB_extra,13_63,OB,80,2140,87.42,1462
13_OB_extra,13_63,OB,81,2141,87.81,1463
13_OB_extra,13_63,OB,82,2142,88.1,1464
13_OB_extra,13_63,OB,83,2143,88.61,1465
13_OB_extra,13_63,OB,84,2145,89.22,1466
13_OB_extra,13_63,OB,85,4670,89.91,1467
13_OB_extra,13_63,OB,86,2165,90.81,1468
13_OB_extra,13_63,OB,87,2166,91.06,1469
13_OB_extra,13_63,OB,88,4545,92.67,1470
13_OB_extra,13_63,OB,89,4552,93.77,1471
13_OB_extra,13_63,OB,90,4554,94.23,1472
13_OB_extra,13_63,OB,91,7230,100,1473
66B_IB_extra,66B_57,IB,1,4003,0,1474
66B_IB_extra,66B_57,IB,2,4404,3.61,1475
66B_IB_extra,66B_57,IB,3,4405,5.59,1476
66B_IB_extra,66B_57,IB,4,3991,8.51,1477
66B_IB_extra,66B_57,IB,5,3998,12.35,1478
66B_IB_extra,66B_57,IB,6,3999,14.78,1479
66B_IB_extra,66B_57,IB,7,4000,15.75,1480
66B_IB_extra,66B_57,IB,8,4001,17.08,1481
66B_IB_extra,66B_57,IB,9,3949,19.71,1482
66B_IB_extra,66B_57,IB,10,3950,20.98,1483
66B_IB_extra,66B_57,IB,11,3372,23.61,1484
66B_IB_extra,66B_57,IB,12,3373,25.67,1485
66B_IB_extra,66B_57,IB,13,3374,27.1,1486
66B_IB_extra,66B_57,IB,14,2233,28.44,1487
66B_IB_extra,66B_57,IB,15,2232,29.36,1488
66B_IB_extra,66B_57,IB,16,2234,30.71,1489
66B_IB_extra,66B_57,IB,17,2235,31.98,1490
66B_IB_extra,66B_57,IB,18,2236,33.41,1491
66B_IB_extra,66B_57,IB,19,2237,33.84,1492
66B_IB_extra,66B_57,IB,20,2238,34.4,1493
66B_IB_extra,66B_57,IB,21,5056,34.85,1494
66B_IB_extra,66B_57,IB,22,2239,37.71,1495
66B_IB_extra,66B_57,IB,23,2241,42.4,1496
66B_IB_extra,66B_57,IB,24,2242,44,1497
66B_IB_extra,66B_57,IB,25,2243,47.1,1498
66B_IB_extra,66B_57,IB,26,2244,48.28,1499
66B_IB_extra,66B_57,IB,27,2245,49.22,1500
66B_IB_extra,66B_57,IB,28,2246,51.4,1501
66B_IB_extra,66B_57,IB,29,2247,53.89,1502
66B_IB_extra,66B_57,IB,30,2248,55.25,1503
66B_IB_extra,66B_57,IB,31,2249,56.05,1504
66B_IB_extra,66B_57,IB,32,2250,56.88,1505
66B_IB_extra,66B_57,IB,33,2251,57.56,1506
66B_IB_extra,66B_57,IB,34,1472,59.33,1507
66B_IB_extra,66B_57,IB,35,4408,60.56,1508
66B_IB_extra,66B_57,IB,36,1473,61.14,1509
66B_IB_extra,66B_57,IB,37,1474,63.38,1510
66B_IB_extra,66B_57,IB,38,1476,66.04,1511
66B_IB_extra,66B_57,IB,39,7453,68.7,1512
66B_IB_extra,66B_57,IB,40,1478,71.98,1513
66B_IB_extra,66B_57,IB,41,1479,74.26,1514
66B_IB_extra,66B_57,IB,42,315,78.39,1515
66B_IB_extra,66B_57,IB,43,347,89.22,1516
66B_IB_extra,66B_57,IB,44,406,91.42,1517
66B_IB_extra,66B_57,IB,45,2810,98.09,1518
66B_IB_extra,66B_57,IB,46,7387,100,1519
77A_IB_extra,77A_31,IB,1,4713,0,1520
77A_IB_extra,77A_31,IB,2,4714,1.14,1521
77A_IB_extra,77A_31,IB,3,4960,2.7,1522
77A_IB_extra,77A_31,IB,4,4932,4.61,1523
77A_IB_extra,77A_31,IB,5,4933,5.32,1524
77A_IB_extra,77A_31,IB,6,2590,6.61,1525
77A_IB_extra,77A_31,IB,7,2591,7.32,1526
77A_IB_extra,77A_31,IB,8,2592,8.03,1527
77A_IB_extra,77A_31,IB,9,2357,9.82,1528
77A_IB_extra,77A_31,IB,10,2566,10.89,1529
77A_IB_extra,77A_31,IB,11,2567,11.6,1530
77A_IB_extra,77A_31,IB,12,2568,12.89,1531
77A_IB_extra,77A_31,IB,13,2569,13.62,1532
77A_IB_extra,77A_31,IB,14,7550,14.82,1533
77A_IB_extra,77A_31,IB,15,2570,16.12,1534
77A_IB_extra,77A_31,IB,16,2571,18.53,1535
77A_IB_extra,77A_31,IB,17,2359,20.42,1536
77A_IB_extra,77A_31,IB,18,2360,21.4,1537
77A_IB_extra,77A_31,IB,19,4348,23.12,1538
77A_IB_extra,77A_31,IB,20,4646,25.81,1539
77A_IB_extra,77A_31,IB,21,4647,26.59,1540
77A_IB_extra,77A_31,IB,22,2346,27.92,1541
77A_IB_extra,77A_31,IB,23,4435,29.32,1542
77A_IB_extra,77A_31,IB,24,2604,31.37,1543
77A_IB_extra,77A_31,IB,25,2605,33.63,1544
77A_IB_extra,77A_31,IB,26,2538,34.65,1545
77A_IB_extra,77A_31,IB,27,2606,36.38,1546
77A_IB_extra,77A_31,IB,28,2607,37.62,1547
77A_IB_extra,77A_31,IB,29,2608,38.33,1548
77A_IB_extra,77A_31,IB,30,2609,39.24,1549
77A_IB_extra,77A_31,IB,31,2610,40.99,1550
77A_IB_extra,77A_31,IB,32,2554,42.32,1551
77A_IB_extra,77A_31,IB,33,2425,44.05,1552
77A_IB_extra,77A_31,IB,34,2426,44.94,1553
77A_IB_extra,77A_31,IB,35,2427,46.04,1554
77A_IB_extra,77A_31,IB,36,2428,47.07,1555
77A_IB_extra,77A_31,IB,37,2429,47.77,1556
77A_IB_extra,77A_31,IB,38,2430,48.67,1557
77A_IB_extra,77A_31,IB,39,2371,50.3,1558
77A_IB_extra,77A_31,IB,40,2372,51.52,1559
77A_IB_extra,77A_31,IB,41,2373,52.53,1560
77A_IB_extra,77A_31,IB,42,2377,54.53,1561
77A_IB_extra,77A_31,IB,43,2378,55.8,1562
77A_IB_extra,77A_31,IB,44,2183,57.38,1563
77A_IB_extra,77A_31,IB,45,2184,57.9,1564
77A_IB_extra,77A_31,IB,46,2185,59.4,1565
77A_IB_extra,77A_31,IB,47,7043,61.4,1566
77A_IB_extra,77A_31,IB,48,1424,62.37,1567
77A_IB_extra,77A_31,IB,49,2186,63.7,1568
77A_IB_extra,77A_31,IB,50,2187,64.89,1569
77A_IB_extra,77A_31,IB,51,2188,66.15,1570
77A_IB_extra,77A_31,IB,52,2189,66.92,1571
77A_IB_extra,77A_31,IB,53,1436,68.18,1572
77A_IB_extra,77A_31,IB,54,3952,68.67,1573
77A_IB_extra,77A_31,IB,55,2190,69.81,1574
77A_IB_extra,77A_31,IB,56,4434,71.65,1575
77A_IB_extra,77A_31,IB,57,2379,73.31,1576
77A_IB_extra,77A_31,IB,58,2380,74.36,1577
77A_IB_extra,77A_31,IB,59,2382,75.07,1578
77A_IB_extra,77A_31,IB,60,5099,75.72,1579
77A_IB_extra,77A_31,IB,61,2383,77.83,1580
77A_IB_extra,77A_31,IB,62,2002,81.45,1581
77A_IB_extra,77A_31,IB,63,1358,85.12,1582
77A_IB_extra,77A_31,IB,64,340,91.47,1583
77A_IB_extra,77A_31,IB,65,350,93.8,1584
77A_IB_extra,77A_31,IB,66,351,95.76,1585
77A_IB_extra,77A_31,IB,67,352,96.82,1586
77A_IB_extra,77A_31,IB,68,353,98.3,1587
77A_IB_extra,77A_31,IB,69,354,100.02,1588
84_OB_extra,84_28,OB,1,7188,0,1589
84_OB_extra,84_28,OB,2,3082,1.93,1590
84_OB_extra,84_28,OB,3,7660,4.46,1591
84_OB_extra,84_28,OB,4,3114,6.26,1592
84_OB_extra,84_28,OB,5,3115,7.06,1593
84_OB_extra,84_28,OB,6,3116,8.05,1594
84_OB_extra,84_28,OB,7,3117,9.66,1595
84_OB_extra,84_28,OB,8,3118,10.19,1596
84_OB_extra,84_28,OB,9,3119,10.79,1597
84_OB_extra,84_28,OB,10,3120,12.96,1598
84_OB_extra,84_28,OB,11,3122,13.96,1599
84_OB_extra,84_28,OB,12,3123,14.36,1600
84_OB_extra,84_28,OB,13,3124,14.83,1601
84_OB_extra,84_28,OB,14,3125,15.46,1602
84_OB_extra,84_28,OB,15,3126,16.95,1603
84_OB_extra,84_28,OB,16,3127,18.51,1604
84_OB_extra,84_28,OB,17,3128,19.49,1605
84_OB_extra,84_28,OB,18,7638,21.79,1606
84_OB_extra,84_28,OB,19,3130,22.21,1607
84_OB_extra,84_28,OB,20,3131,22.72,1608
84_OB_extra,84_28,OB,21,3132,23.15,1609
84_OB_extra,84_28,OB,22,3133,23.53,1610
84_OB_extra,84_28,OB,23,5046,25.95,1611
84_OB_extra,84_28,OB,24,7639,28.01,1612
84_OB_extra,84_28,OB,25,3134,29.11,1613
84_OB_extra,84_28,OB,26,7640,32.59,1614
84_OB_extra,84_28,OB,27,3135,33.65,1615
84_OB_extra,84_28,OB,28,3136,34.98,1616
84_OB_extra,84_28,OB,29,3138,35.93,1617
84_OB_extra,84_28,OB,30,3139,37.51,1618
84_OB_extra,84_28,OB,31,4124,38.39,1619
84_OB_extra,84_28,OB,32,4125,39.33,1620
84_OB_extra,84_28,OB,33,4126,39.59,1621
84_OB_extra,84_28,OB,34,4127,40.16,1622
84_OB_extra,84_28,OB,35,4128,40.57,1623
84_OB_extra,84_28,OB,36,4129,42.66,1624
84_OB_extra,84_28,OB,37,4130,44.97,1625
84_OB_extra,84_28,OB,38,4131,45.55,1626
84_OB_extra,84_28,OB,39,7294,46.95,1627
84_OB_extra,84_28,OB,40,4156,49,1628
84_OB_extra,84_28,OB,41,4168,49.81,1629
84_OB_extra,84_28,OB,42,4170,55.03,1630
84_OB_extra,84_28,OB,43,4132,57.07,1631
84_OB_extra,84_28,OB,44,4134,59.75,1632
84_OB_extra,84_28,OB,45,4135,60.8,1633
84_OB_extra,84_28,OB,46,4136,62.3,1634
84_OB_extra,84_28,OB,47,4207,63.37,1635
84_OB_extra,84_28,OB,48,4208,64.46,1636
84_OB_extra,84_28,OB,49,4209,66.4,1637
84_OB_extra,84_28,OB,50,4210,66.76,1638
84_OB_extra,84_28,OB,51,4211,67.12,1639
84_OB_extra,84_28,OB,52,4212,68.06,1640
84_OB_extra,84_28,OB,53,4213,68.44,1641
84_OB_extra,84_28,OB,54,5139,68.78,1642
84_OB_extra,84_28,OB,55,4214,69.6,1643
84_OB_extra,84_28,OB,56,4215,70.66,1644
84_OB_extra,84_28,OB,57,4216,71.47,1645
84_OB_extra,84_28,OB,58,4217,72.52,1646
84_OB_extra,84_28,OB,59,4218,73.09,1647
84_OB_extra,84_28,OB,60,4219,73.88,1648
84_OB_extra,84_28,OB,61,4220,74.61,1649
84_OB_extra,84_28,OB,62,4221,75.31,1650
84_OB_extra,84_28,OB,63,4222,76.51,1651
84_OB_extra,84_28,OB,64,4224,77.68,1652
84_OB_extra,84_28,OB,65,4225,79.75,1653
84_OB_extra,84_28,OB,66,4226,80.3,1654
84_OB_extra,84_28,OB,67,4227,81.13,1655
84_OB_extra,84_28,OB,68,4228,82.07,1656
84_OB_extra,84_28,OB,69,4229,82.71,1657
84_OB_extra,84_28,OB,70,4230,83.14,1658
84_OB_extra,84_28,OB,71,4231,84.15,1659
84_OB_extra,84_28,OB,72,7352,84.82,1660
84_OB_extra,84_28,OB,73,4246,85.56,1661
84_OB_extra,84_28,OB,74,4248,86.52,1662
84_OB_extra,84_28,OB,75,4249,87.24,1663
84_OB_extra,84_28,OB,76,4250,87.74,1664
84_OB_extra,84_28,OB,77,4251,88.29,1665
84_OB_extra,84_28,OB,78,4252,89.1,1666
84_OB_extra,84_28,OB,79,4253,89.97,1667
84_OB_extra,84_28,OB,80,4305,90.16,1668
84_OB_extra,84_28,OB,81,4306,90.86,1669
84_OB_extra,84_28,OB,82,4309,93.57,1670
84_OB_extra,84_28,OB,83,4254,93.82,1671
84_OB_extra,84_28,OB,84,6137,95.17,1672
84_OB_extra,84_28,OB,85,4256,96,1673
84_OB_extra,84_28,OB,86,4257,96.58,1674
84_OB_extra,84_28,OB,87,4258,97.58,1675
84_OB_extra,84_28,OB,88,4259,98.58,1676
84_OB_extra,84_28,OB,89,7272,98.82,1677
84_OB_extra,84_28,OB,90,4956,100,1678
45A_OB_extra,45A_67,OB,1,2037,0,1679
45A_OB_extra,45A_67,OB,2,2040,0.8,1680
45A_OB_extra,45A_67,OB,3,3047,5.22,1681
45A_OB_extra,45A_67,OB,4,3202,7.25,1682
45A_OB_extra,45A_67,OB,5,3203,9.03,1683
45A_OB_extra,45A_67,OB,6,3204,10.09,1684
45A_OB_extra,45A_67,OB,7,3205,12.02,1685
45A_OB_extra,45A_67,OB,8,3206,13.06,1686
45A_OB_extra,45A_67,OB,9,3241,14.06,1687
45A_OB_extra,45A_67,OB,10,3242,15.43,1688
45A_OB_extra,45A_67,OB,11,3243,17.67,1689
45A_OB_extra,45A_67,OB,12,3244,18.31,1690
45A_OB_extra,45A_67,OB,13,3245,19.21,1691
45A_OB_extra,45A_67,OB,14,3212,20.69,1692
45A_OB_extra,45A_67,OB,15,3213,21.8,1693
45A_OB_extra,45A_67,OB,16,3214,24.57,1694
45A_OB_extra,45A_67,OB,17,3215,25.47,1695
45A_OB_extra,45A_67,OB,18,3216,26.35,1696
45A_OB_extra,45A_67,OB,19,3217,26.93,1697
45A_OB_extra,45A_67,OB,20,3218,28.34,1698
45A_OB_extra,45A_67,OB,21,3534,29.77,1699
45A_OB_extra,45A_67,OB,22,3535,31.85,1700
45A_OB_extra,45A_67,OB,23,3536,32.87,1701
45A_OB_extra,45A_67,OB,24,3537,34.48,1702
45A_OB_extra,45A_67,OB,25,3538,35.52,1703
45A_OB_extra,45A_67,OB,26,7556,36.3,1704
45A_OB_extra,45A_67,OB,27,3539,37.86,1705
45A_OB_extra,45A_67,OB,28,3540,38.95,1706
45A_OB_extra,45A_67,OB,29,3541,40.33,1707
45A_OB_extra,45A_67,OB,30,3546,42.75,1708
45A_OB_extra,45A_67,OB,31,3551,43.88,1709
45A_OB_extra,45A_67,OB,32,3547,45.98,1710
45A_OB_extra,45A_67,OB,33,3548,47.37,1711
45A_OB_extra,45A_67,OB,34,3542,52.25,1712
45A_OB_extra,45A_67,OB,35,3543,53.44,1713
45A_OB_extra,45A_67,OB,36,3139,55.37,1714
45A_OB_extra,45A_67,OB,37,4124,56.63,1715
45A_OB_extra,45A_67,OB,38,4125,57.89,1716
45A_OB_extra,45A_67,OB,39,4126,58.38,1717
45A_OB_extra,45A_67,OB,40,4127,59.18,1718
45A_OB_extra,45A_67,OB,41,4128,59.71,1719
45A_OB_extra,45A_67,OB,42,4129,62.35,1720
45A_OB_extra,45A_67,OB,43,4130,65.7,1721
45A_OB_extra,45A_67,OB,44,4131,66.56,1722
45A_OB_extra,45A_67,OB,45,7294,68.33,1723
45A_OB_extra,45A_67,OB,46,4156,71.41,1724
45A_OB_extra,45A_67,OB,47,4169,72.6,1725
45A_OB_extra,45A_67,OB,48,4170,75.17,1726
45A_OB_extra,45A_67,OB,49,4132,78.12,1727
45A_OB_extra,45A_67,OB,50,4134,81.89,1728
45A_OB_extra,45A_67,OB,51,4135,83.17,1729
45A_OB_extra,45A_67,OB,52,4136,85.14,1730
45A_OB_extra,45A_67,OB,53,4147,87.73,1731
45A_OB_extra,45A_67,OB,54,5167,88.29,1732
45A_OB_extra,45A_67,OB,55,4139,89.53,1733
45A_OB_extra,45A_67,OB,56,4140,90.49,1734
45A_OB_extra,45A_67,OB,57,7522,91.75,1735
45A_OB_extra,45A_67,OB,58,4175,94.43,1736
45A_OB_extra,45A_67,OB,59,5091,95.19,1737
45A_OB_extra,45A_67,OB,60,5092,96.02,1738
45A_OB_extra,45A_67,OB,61,6000,100,1739
185_IB_extra,185_59,IB,1,4108,0,1740
185_IB_extra,185_59,IB,2,4109,5.16,1741
185_IB_extra,185_59,IB,3,4110,7.35,1742
185_IB_extra,185_59,IB,4,4111,8.2,1743
185_IB_extra,185_59,IB,5,4112,11.61,1744
185_IB_extra,185_59,IB,6,4113,13.49,1745
185_IB_extra,185_59,IB,7,4095,20.06,1746
185_IB_extra,185_59,IB,8,4192,28.74,1747
185_IB_extra,185_59,IB,9,4194,36.69,1748
185_IB_extra,185_59,IB,10,4196,45.66,1749
185_IB_extra,185_59,IB,11,4422,48.31,1750
185_IB_extra,185_59,IB,12,7369,51.89,1751
185_IB_extra,185_59,IB,13,7295,54.3,1752
185_IB_extra,185_59,IB,14,4199,58.94,1753
185_IB_extra,185_59,IB,15,4416,62.32,1754
185_IB_extra,185_59,IB,16,4417,64.29,1755
185_IB_extra,185_59,IB,17,4419,66.44,1756
185_IB_extra,185_59,IB,18,4420,70.77,1757
185_IB_extra,185_59,IB,19,4421,74.08,1758
185_IB_extra,185_59,IB,20,2113,77.39,1759
185_IB_extra,185_59,IB,21,4131,84.23,1760
185_IB_extra,185_59,IB,22,7294,86.24,1761
185_IB_extra,185_59,IB,23,4156,93.03,1762
185_IB_extra,185_59,IB,24,4167,100,1763
41_IB_extra,41_25,IB,1,7144,0,1764
41_IB_extra,41_25,IB,2,3881,7.07,1765
41_IB_extra,41_25,IB,3,5096,9.67,1766
41_IB_extra,41_25,IB,4,7145,9.91,1767
41_IB_extra,41_25,IB,5,4843,16.18,1768
41_IB_extra,41_25,IB,6,4905,20.88,1769
41_IB_extra,41_25,IB,8,4906,22.41,1770
41_IB_extra,41_25,IB,9,4907,23.01,1771
41_IB_extra,41_25,IB,10,4908,23.38,1772
41_IB_extra,41_25,IB,11,4909,24.09,1773
41_IB_extra,41_25,IB,12,3884,25.85,1774
41_IB_extra,41_25,IB,13,3686,26.95,1775
41_IB_extra,41_25,IB,14,5077,28.13,1776
41_IB_extra,41_25,IB,15,5078,28.93,1777
41_IB_extra,41_25,IB,16,3689,30.28,1778
41_IB_extra,41_25,IB,17,7594,31.4,1779
41_IB_extra,41_25,IB,18,3690,31.91,1780
41_IB_extra,41_25,IB,19,6117,34.02,1781
41_IB_extra,41_25,IB,20,5079,35.82,1782
41_IB_extra,41_25,IB,21,3694,38.1,1783
41_IB_extra,41_25,IB,22,3695,38.93,1784
41_IB_extra,41_25,IB,23,3696,40.36,1785
41_IB_extra,41_25,IB,24,3697,41.69,1786
41_IB_extra,41_25,IB,25,3698,42.39,1787
41_IB_extra,41_25,IB,26,3699,42.67,1788
41_IB_extra,41_25,IB,28,3885,45.96,1789
41_IB_extra,41_25,IB,30,3663,49.15,1790
41_IB_extra,41_25,IB,31,7347,52.2,1791
41_IB_extra,41_25,IB,32,3669,55.68,1792
41_IB_extra,41_25,IB,33,7349,57.88,1793
41_IB_extra,41_25,IB,34,1631,60.31,1794
41_IB_extra,41_25,IB,35,1632,60.52,1795
41_IB_extra,41_25,IB,36,5053,60.88,1796
41_IB_extra,41_25,IB,37,1633,61.27,1797
41_IB_extra,41_25,IB,38,1634,62.5,1798
41_IB_extra,41_25,IB,39,1635,62.86,1799
41_IB_extra,41_25,IB,40,1636,63.69,1800
41_IB_extra,41_25,IB,41,1637,65.27,1801
41_IB_extra,41_25,IB,42,1638,66.45,1802
41_IB_extra,41_25,IB,43,1639,67.96,1803
41_IB_extra,41_25,IB,44,1640,69.62,1804
41_IB_extra,41_25,IB,45,231,70.78,1805
41_IB_extra,41_25,IB,46,1641,72.76,1806
41_IB_extra,41_25,IB,47,1642,73.62,1807
41_IB_extra,41_25,IB,48,213,75.18,1808
41_IB_extra,41_25,IB,49,214,76.22,1809
41_IB_extra,41_25,IB,50,4432,76.86,1810
41_IB_extra,41_25,IB,51,119,78.13,1811
41_IB_extra,41_25,IB,52,44,78.98,1812
41_IB_extra,41_25,IB,53,7603,79.52,1813
41_IB_extra,41_25,IB,54,45,80.06,1814
41_IB_extra,41_25,IB,55,46,81.6,1815
41_IB_extra,41_25,IB,56,47,82.88,1816
41_IB_extra,41_25,IB,57,48,83.51,1817
41_IB_extra,41_25,IB,58,49,85.25,1818
41_IB_extra,41_25,IB,59,51,87.11,1819
41_IB_extra,41_25,IB,60,52,88.31,1820
41_IB_extra,41_25,IB,61,277,92.26,1821
41_IB_extra,41_25,IB,62,288,100,1822
47_IB_extra,47_135,IB,1,5013,0,1823
47_IB_extra,47_135,IB,2,5014,1.2,1824
47_IB_extra,47_135,IB,3,7291,3.03,1825
47_IB_extra,47_135,IB,4,3485,5.07,1826
47_IB_extra,47_135,IB,5,3486,6.85,1827
47_IB_extra,47_135,IB,6,3487,7.93,1828
47_IB_extra,47_135,IB,7,7415,10.38,1829
47_IB_extra,47_135,IB,8,7416,12.06,1830
47_IB_extra,47_135,IB,9,7325,14.85,1831
47_IB_extra,47_135,IB,10,4984,17.8,1832
47_IB_extra,47_135,IB,11,448,18.66,1833
47_IB_extra,47_135,IB,12,3181,20.01,1834
47_IB_extra,47_135,IB,13,451,21.01,1835
47_IB_extra,47_135,IB,14,447,23.2,1836
47_IB_extra,47_135,IB,15,5045,24.7,1837
47_IB_extra,47_135,IB,16,4460,26.17,1838
47_IB_extra,47_135,IB,17,453,27.57,1839
47_IB_extra,47_135,IB,18,4477,28.95,1840
47_IB_extra,47_135,IB,19,3321,30.57,1841
47_IB_extra,47_135,IB,20,2066,32.4,1842
47_IB_extra,47_135,IB,21,2067,33.53,1843
47_IB_extra,47_135,IB,22,4728,35.14,1844
47_IB_extra,47_135,IB,23,437,36.88,1845
47_IB_extra,47_135,IB,24,459,38.3,1846
47_IB_extra,47_135,IB,25,2079,40.09,1847
47_IB_extra,47_135,IB,26,2080,40.6,1848
47_IB_extra,47_135,IB,27,2081,41.26,1849
47_IB_extra,47_135,IB,28,2082,42.83,1850
47_IB_extra,47_135,IB,29,2083,43.86,1851
47_IB_extra,47_135,IB,30,2084,44.99,1852
