Route,Direction,StopOrder,StopID,PercentDone
68_IB_EXTRA,IB,29,2156,27.88
68_IB_EXTRA,IB,30,6014,28.68
68_IB_EXTRA,IB,31,2158,30.77
68_IB_EXTRA,IB,32,2159,31.93
68_IB_EXTRA,IB,33,4409,32.51
68_IB_EXTRA,IB,34,2173,34.47
68_IB_EXTRA,IB,35,2174,35.34
68_IB_EXTRA,IB,36,3425,37.37
68_IB_EXTRA,IB,37,2176,39.06
68_IB_EXTRA,IB,38,2177,39.61
68_IB_EXTRA,IB,39,2178,39.99
68_IB_EXTRA,IB,40,7354,40.5
68_IB_EXTRA,IB,41,1975,42.11
68_IB_EXTRA,IB,42,1977,44.26
68_IB_EXTRA,IB,43,1978,45.13
68_IB_EXTRA,IB,44,1980,47.74
68_IB_EXTRA,IB,45,1981,48.46
68_IB_EXTRA,IB,46,1982,49.56
68_IB_EXTRA,IB,47,4406,50.09
68_IB_EXTRA,IB,48,1984,51.17
68_IB_EXTRA,IB,49,1985,52.75
68_IB_EXTRA,IB,50,1986,54.08
68_IB_EXTRA,IB,51,1987,54.7
68_IB_EXTRA,IB,52,1988,55.63
68_IB_EXTRA,IB,53,1989,58.06
68_IB_EXTRA,IB,54,1375,60.28
68_IB_EXTRA,IB,55,1376,61.76
68_IB_EXTRA,IB,56,1377,64.17
68_IB_EXTRA,IB,57,1378,65.53
68_IB_EXTRA,IB,58,1379,67.11
68_IB_EXTRA,IB,59,1380,68.2
68_IB_EXTRA,IB,60,1381,69.14
68_IB_EXTRA,IB,61,1382,71.81
68_IB_EXTRA,IB,62,1383,72.88
68_IB_EXTRA,IB,63,1384,74.17
68_IB_EXTRA,IB,64,1385,75.24
68_IB_EXTRA,IB,65,1348,78.32
68_IB_EXTRA,IB,66,1349,79.74
68_IB_EXTRA,IB,67,1350,81.15
68_IB_EXTRA,IB,68,1352,84.37
68_IB_EXTRA,IB,69,1353,85.55
68_IB_EXTRA,IB,70,7589,88.33
68_IB_EXTRA,IB,71,1355,88.59
68_IB_EXTRA,IB,72,1357,90.37
68_IB_EXTRA,IB,73,1358,92.7
68_IB_EXTRA,IB,74,7665,100.0
69_IB_EXTRA,IB,1,4564,0.0
69_IB_EXTRA,IB,2,3443,2.38
69_IB_EXTRA,IB,3,3444,3.51
69_IB_EXTRA,IB,4,3445,4.22
69_IB_EXTRA,IB,5,3446,5.78
69_IB_EXTRA,IB,6,3447,6.91
69_IB_EXTRA,IB,7,3448,7.71
69_IB_EXTRA,IB,8,3449,8.65
69_IB_EXTRA,IB,9,3436,10.46
69_IB_EXTRA,IB,10,7432,11.43
69_IB_EXTRA,IB,11,3454,12.06
69_IB_EXTRA,IB,12,3455,13.86
69_IB_EXTRA,IB,13,3456,15.9
69_IB_EXTRA,IB,14,3457,18.16
69_IB_EXTRA,IB,15,3438,19.75
69_IB_EXTRA,IB,16,5022,21.84
69_IB_EXTRA,IB,17,6002,22.69
69_IB_EXTRA,IB,18,5119,24.08
69_IB_EXTRA,IB,19,5120,25.09
69_IB_EXTRA,IB,20,5121,28.13
69_IB_EXTRA,IB,21,5122,29.58
69_IB_EXTRA,IB,22,3461,30.87
69_IB_EXTRA,IB,23,4532,32.7
69_IB_EXTRA,IB,24,4534,33.62
69_IB_EXTRA,IB,25,4535,34.87
69_IB_EXTRA,IB,26,2169,36.12
69_IB_EXTRA,IB,27,2170,36.64
69_IB_EXTRA,IB,28,4672,37.73
69_IB_EXTRA,IB,29,3465,39.3
69_IB_EXTRA,IB,30,4673,40.07
69_IB_EXTRA,IB,31,2172,40.84
69_IB_EXTRA,IB,32,2159,43.69
69_IB_EXTRA,IB,33,4409,44.4
69_IB_EXTRA,IB,34,1972,46.42
69_IB_EXTRA,IB,35,1973,47.6
69_IB_EXTRA,IB,36,1974,48.45
69_IB_EXTRA,IB,37,1975,50.95
69_IB_EXTRA,IB,38,1977,52.79
69_IB_EXTRA,IB,39,1978,53.5
69_IB_EXTRA,IB,40,1980,55.54
69_IB_EXTRA,IB,41,1981,56.29
69_IB_EXTRA,IB,42,1982,57.45
69_IB_EXTRA,IB,43,4406,58.02
69_IB_EXTRA,IB,44,1984,59.35
69_IB_EXTRA,IB,45,1985,61.02
69_IB_EXTRA,IB,46,1986,62.51
69_IB_EXTRA,IB,47,1987,63.15
69_IB_EXTRA,IB,48,1988,64.24
69_IB_EXTRA,IB,49,2642,66.28
69_IB_EXTRA,IB,50,7435,68.74
69_IB_EXTRA,IB,51,2722,69.29
69_IB_EXTRA,IB,52,1471,70.8
69_IB_EXTRA,IB,53,1472,73.37
69_IB_EXTRA,IB,54,4408,74.43
69_IB_EXTRA,IB,55,1473,74.95
69_IB_EXTRA,IB,56,1474,76.84
69_IB_EXTRA,IB,57,1476,78.97
69_IB_EXTRA,IB,58,7453,81.0
69_IB_EXTRA,IB,59,1480,84.34
69_IB_EXTRA,IB,60,2912,88.31
69_IB_EXTRA,IB,61,1358,92.23
69_IB_EXTRA,IB,62,7665,100.0
75_IB_EXTRA,IB,1,2038,0.0
75_IB_EXTRA,IB,2,2039,0.67
75_IB_EXTRA,IB,3,2040,2.15
75_IB_EXTRA,IB,4,2041,4.49
75_IB_EXTRA,IB,5,2042,6.29
75_IB_EXTRA,IB,6,2043,6.82
75_IB_EXTRA,IB,7,2044,7.24
75_IB_EXTRA,IB,8,2045,7.84
75_IB_EXTRA,IB,9,2046,8.96
75_IB_EXTRA,IB,10,4568,10.62
75_IB_EXTRA,IB,11,4569,11.83
75_IB_EXTRA,IB,12,7658,12.25
75_IB_EXTRA,IB,13,4570,12.64
75_IB_EXTRA,IB,14,2056,14.7
75_IB_EXTRA,IB,15,2057,16.04
75_IB_EXTRA,IB,16,2058,16.78
75_IB_EXTRA,IB,17,2059,17.34
75_IB_EXTRA,IB,18,2060,19.12
75_IB_EXTRA,IB,19,2061,20.07
75_IB_EXTRA,IB,20,2062,21.37
75_IB_EXTRA,IB,21,2063,22.03
75_IB_EXTRA,IB,22,2064,23.23
75_IB_EXTRA,IB,23,2065,23.79
75_IB_EXTRA,IB,24,4637,25.08
75_IB_EXTRA,IB,25,3322,27.06
75_IB_EXTRA,IB,26,3563,28.05
75_IB_EXTRA,IB,27,444,29.1
75_IB_EXTRA,IB,28,445,29.69
75_IB_EXTRA,IB,29,4779,30.5
75_IB_EXTRA,IB,30,7057,31.22
75_IB_EXTRA,IB,31,4847,33.24
75_IB_EXTRA,IB,32,4848,36.89
75_IB_EXTRA,IB,33,449,37.38
75_IB_EXTRA,IB,34,450,37.75
75_IB_EXTRA,IB,35,3181,39.57
75_IB_EXTRA,IB,36,447,42.5
75_IB_EXTRA,IB,37,5045,43.26
75_IB_EXTRA,IB,38,7393,43.73
75_IB_EXTRA,IB,39,2880,44.3
75_IB_EXTRA,IB,40,2882,44.72
75_IB_EXTRA,IB,41,2883,45.29
75_IB_EXTRA,IB,42,2885,47.08
75_IB_EXTRA,IB,43,2886,47.62
75_IB_EXTRA,IB,44,2887,48.0
75_IB_EXTRA,IB,45,4587,50.17
75_IB_EXTRA,IB,46,2842,52.71
75_IB_EXTRA,IB,47,2843,54.02
75_IB_EXTRA,IB,48,2844,54.44
75_IB_EXTRA,IB,49,2845,55.6
75_IB_EXTRA,IB,50,2846,56.76
75_IB_EXTRA,IB,51,2847,57.12
75_IB_EXTRA,IB,52,4397,57.61
75_IB_EXTRA,IB,53,2848,59.09
75_IB_EXTRA,IB,54,2849,59.78
75_IB_EXTRA,IB,55,2850,60.41
75_IB_EXTRA,IB,56,2851,60.97
75_IB_EXTRA,IB,57,2852,61.47
75_IB_EXTRA,IB,58,4707,62.44
75_IB_EXTRA,IB,59,4708,63.06
75_IB_EXTRA,IB,60,4336,63.74
75_IB_EXTRA,IB,61,4337,65.14
75_IB_EXTRA,IB,62,1317,66.65
75_IB_EXTRA,IB,63,1318,67.22
75_IB_EXTRA,IB,64,1319,67.81
75_IB_EXTRA,IB,65,1281,68.1
75_IB_EXTRA,IB,66,1329,69.16
75_IB_EXTRA,IB,67,1330,69.92
75_IB_EXTRA,IB,68,5129,71.15
75_IB_EXTRA,IB,69,5130,72.38
75_IB_EXTRA,IB,70,1138,73.82
75_IB_EXTRA,IB,71,1139,74.84
75_IB_EXTRA,IB,72,1140,76.26
75_IB_EXTRA,IB,73,2515,77.5
75_IB_EXTRA,IB,74,2516,78.17
75_IB_EXTRA,IB,75,2517,78.69
75_IB_EXTRA,IB,76,2518,79.29
75_IB_EXTRA,IB,77,2520,80.93
75_IB_EXTRA,IB,78,2521,81.56
75_IB_EXTRA,IB,79,2522,82.85
75_IB_EXTRA,IB,80,2524,83.83
75_IB_EXTRA,IB,81,2523,84.4
75_IB_EXTRA,IB,82,2532,86.81
75_IB_EXTRA,IB,83,2533,88.04
75_IB_EXTRA,IB,84,2534,88.56
75_IB_EXTRA,IB,85,2535,89.56
75_IB_EXTRA,IB,86,2536,90.13
75_IB_EXTRA,IB,87,2616,90.6
75_IB_EXTRA,IB,88,2617,92.21
75_IB_EXTRA,IB,89,2557,93.71
75_IB_EXTRA,IB,90,4436,94.87
75_IB_EXTRA,IB,91,5008,95.86
75_IB_EXTRA,IB,92,4640,96.56
75_IB_EXTRA,IB,93,4347,98.43
75_IB_EXTRA,IB,94,7181,100.0
7D_IB_EXTRA,IB,1,3057,0.0
7D_IB_EXTRA,IB,2,4830,1.25
7D_IB_EXTRA,IB,3,7667,1.97
7D_IB_EXTRA,IB,4,3091,3.56
7D_IB_EXTRA,IB,5,3092,3.99
7D_IB_EXTRA,IB,6,3093,4.85
7D_IB_EXTRA,IB,7,3535,8.33
7D_IB_EXTRA,IB,8,3536,8.98
7D_IB_EXTRA,IB,9,3537,9.6
7D_IB_EXTRA,IB,10,3538,10.18
7D_IB_EXTRA,IB,11,7556,10.54
7D_IB_EXTRA,IB,12,3539,11.71
7D_IB_EXTRA,IB,13,3540,12.05
7D_IB_EXTRA,IB,14,3541,13.07
7D_IB_EXTRA,IB,15,3542,13.51
7D_IB_EXTRA,IB,16,3543,14.17
7D_IB_EXTRA,IB,17,3141,15.09
7D_IB_EXTRA,IB,18,3142,15.87
7D_IB_EXTRA,IB,19,3224,20.38
7D_IB_EXTRA,IB,20,3225,22.14
7D_IB_EXTRA,IB,21,3226,23.36
7D_IB_EXTRA,IB,22,3227,23.94
7D_IB_EXTRA,IB,23,3228,24.97
7D_IB_EXTRA,IB,24,3229,25.78
7D_IB_EXTRA,IB,25,7472,26.27
7D_IB_EXTRA,IB,26,3230,26.78
7D_IB_EXTRA,IB,27,3232,28.48
7D_IB_EXTRA,IB,28,3233,28.92
7D_IB_EXTRA,IB,29,3234,29.48
7D_IB_EXTRA,IB,30,4462,30.2
7D_IB_EXTRA,IB,31,3235,30.7
7D_IB_EXTRA,IB,32,3236,31.88
7D_IB_EXTRA,IB,33,3237,32.74
7D_IB_EXTRA,IB,34,3238,34.27
7D_IB_EXTRA,IB,35,3239,34.52
7D_IB_EXTRA,IB,36,3240,35.26
7D_IB_EXTRA,IB,37,3068,36.39
7D_IB_EXTRA,IB,38,3069,37.18
7D_IB_EXTRA,IB,39,3070,38.36
7D_IB_EXTRA,IB,40,2041,39.75
7D_IB_EXTRA,IB,41,3071,41.09
7D_IB_EXTRA,IB,42,3072,41.76
7D_IB_EXTRA,IB,43,3073,42.86
7D_IB_EXTRA,IB,44,3074,43.85
7D_IB_EXTRA,IB,45,3075,44.31
7D_IB_EXTRA,IB,46,3076,44.97
7D_IB_EXTRA,IB,47,3077,45.57
7D_IB_EXTRA,IB,48,3084,51.53
7D_IB_EXTRA,IB,49,469,52.57
7D_IB_EXTRA,IB,50,470,53.33
7D_IB_EXTRA,IB,51,471,53.61
7D_IB_EXTRA,IB,52,472,54.05
7D_IB_EXTRA,IB,53,473,54.47
7D_IB_EXTRA,IB,54,4705,54.93
7D_IB_EXTRA,IB,55,475,55.43
7D_IB_EXTRA,IB,56,476,56.24
7D_IB_EXTRA,IB,57,477,56.57
7D_IB_EXTRA,IB,58,478,57.32
7D_IB_EXTRA,IB,59,7053,58.26
7D_IB_EXTRA,IB,60,2088,58.67
7D_IB_EXTRA,IB,61,2089,59.62
7D_IB_EXTRA,IB,62,770,61.34
7D_IB_EXTRA,IB,63,771,61.64
7D_IB_EXTRA,IB,64,772,62.34
7D_IB_EXTRA,IB,65,417,67.73
7D_IB_EXTRA,IB,66,485,67.92
7D_IB_EXTRA,IB,67,487,69.19
7D_IB_EXTRA,IB,68,488,70.37
7D_IB_EXTRA,IB,69,489,70.83
7D_IB_EXTRA,IB,70,490,71.49
7D_IB_EXTRA,IB,71,491,72.3
7D_IB_EXTRA,IB,72,492,72.94
7D_IB_EXTRA,IB,73,493,73.87
7D_IB_EXTRA,IB,74,494,74.93
7D_IB_EXTRA,IB,75,495,76.99
7D_IB_EXTRA,IB,76,7587,78.03
7D_IB_EXTRA,IB,77,345,79.87
7D_IB_EXTRA,IB,78,320,81.9
7D_IB_EXTRA,IB,79,7492,81.92
7D_IB_EXTRA,IB,80,281,85.06
7D_IB_EXTRA,IB,82,4,87.67
7D_IB_EXTRA,IB,83,4962,100.0
84A_IB_EXTRA,IB,1,4168,0.0
84A_IB_EXTRA,IB,2,4170,2.38
84A_IB_EXTRA,IB,3,4153,6.96
84A_IB_EXTRA,IB,4,4154,9.37
84A_IB_EXTRA,IB,5,4416,11.49
84A_IB_EXTRA,IB,6,4201,14.22
84A_IB_EXTRA,IB,7,4202,16.61
84A_IB_EXTRA,IB,8,4203,17.64
84A_IB_EXTRA,IB,9,4204,18.74
84A_IB_EXTRA,IB,10,4205,19.11
84A_IB_EXTRA,IB,11,4206,20.32
84A_IB_EXTRA,IB,12,3140,21.82
84A_IB_EXTRA,IB,13,3141,24.7
84A_IB_EXTRA,IB,14,3142,26.8
84A_IB_EXTRA,IB,15,3143,29.06
84A_IB_EXTRA,IB,16,3144,30.83
84A_IB_EXTRA,IB,17,5047,39.11
84A_IB_EXTRA,IB,18,3146,47.49
84A_IB_EXTRA,IB,19,3147,48.89
84A_IB_EXTRA,IB,20,3148,49.85
84A_IB_EXTRA,IB,21,3149,52.37
84A_IB_EXTRA,IB,22,3150,54.02
84A_IB_EXTRA,IB,23,3151,55.76
84A_IB_EXTRA,IB,24,3153,57.35
84A_IB_EXTRA,IB,25,3152,59.48
84A_IB_EXTRA,IB,26,2995,60.74
84A_IB_EXTRA,IB,27,3154,61.58
84A_IB_EXTRA,IB,28,3155,62.37
84A_IB_EXTRA,IB,29,3156,63.35
84A_IB_EXTRA,IB,30,3158,66.76
84A_IB_EXTRA,IB,31,3159,68.37
84A_IB_EXTRA,IB,32,3160,69.04
84A_IB_EXTRA,IB,33,3161,71.12
84A_IB_EXTRA,IB,34,3162,72.38
84A_IB_EXTRA,IB,35,3163,74.55
84A_IB_EXTRA,IB,36,3164,77.41
84A_IB_EXTRA,IB,37,7653,78.87
84A_IB_EXTRA,IB,38,3079,79.27
84A_IB_EXTRA,IB,39,3080,81.93
84A_IB_EXTRA,IB,40,3082,83.37
84A_IB_EXTRA,IB,41,3084,85.92
84A_IB_EXTRA,IB,42,469,88.35
84A_IB_EXTRA,IB,43,470,89.97
84A_IB_EXTRA,IB,44,471,90.68
84A_IB_EXTRA,IB,45,472,91.57
84A_IB_EXTRA,IB,46,473,93.3
84A_IB_EXTRA,IB,47,4705,94.21
84A_IB_EXTRA,IB,48,475,95.59
84A_IB_EXTRA,IB,49,476,97.24
84A_IB_EXTRA,IB,50,477,98.0
84A_IB_EXTRA,IB,51,478,100.0
84X_IB_EXTRA,IB,1,4260,0.0
84X_IB_EXTRA,IB,2,7296,4.79
84X_IB_EXTRA,IB,3,4266,6.11
84X_IB_EXTRA,IB,4,4253,7.28
84X_IB_EXTRA,IB,5,4268,7.94
84X_IB_EXTRA,IB,6,4273,10.2
84X_IB_EXTRA,IB,7,4277,13.71
84X_IB_EXTRA,IB,8,7462,17.43
84X_IB_EXTRA,IB,9,7461,18.07
84X_IB_EXTRA,IB,10,4281,20.84
84X_IB_EXTRA,IB,11,4282,21.19
84X_IB_EXTRA,IB,12,4283,22.52
84X_IB_EXTRA,IB,13,4284,23.81
84X_IB_EXTRA,IB,14,4295,27.4
84X_IB_EXTRA,IB,15,4296,28.54
84X_IB_EXTRA,IB,16,4301,32.78
84X_IB_EXTRA,IB,17,4302,33.16
84X_IB_EXTRA,IB,18,4591,35.46
84X_IB_EXTRA,IB,19,4590,36.37
84X_IB_EXTRA,IB,20,7366,37.61
84X_IB_EXTRA,IB,21,7367,38.37
84X_IB_EXTRA,IB,22,7368,39.32
84X_IB_EXTRA,IB,23,3143,50.33
84X_IB_EXTRA,IB,24,3144,51.44
84X_IB_EXTRA,IB,25,3145,52.3
84X_IB_EXTRA,IB,26,5128,56.25
84X_IB_EXTRA,IB,27,2060,59.46
84X_IB_EXTRA,IB,28,2062,61.82
84X_IB_EXTRA,IB,29,2064,63.68
84X_IB_EXTRA,IB,30,4727,66.0
84X_IB_EXTRA,IB,31,768,72.06
84X_IB_EXTRA,IB,32,772,75.3
84X_IB_EXTRA,IB,33,775,78.02
84X_IB_EXTRA,IB,34,906,80.9
84X_IB_EXTRA,IB,35,909,83.26
84X_IB_EXTRA,IB,36,786,84.84
84X_IB_EXTRA,IB,37,791,87.01
84X_IB_EXTRA,IB,38,6058,87.69
84X_IB_EXTRA,IB,39,792,88.08
84X_IB_EXTRA,IB,40,4529,91.86
84X_IB_EXTRA,IB,41,7586,92.06
84X_IB_EXTRA,IB,42,7587,94.43
84_IB_EXTRA,IB,1,4260,0.0
84_IB_EXTRA,IB,2,4261,0.33
84_IB_EXTRA,IB,3,7271,1.22
84_IB_EXTRA,IB,4,5136,1.42
84_IB_EXTRA,IB,5,4262,2.56
84_IB_EXTRA,IB,6,4263,3.54
84_IB_EXTRA,IB,7,4264,4.24
84_IB_EXTRA,IB,8,7296,4.91
84_IB_EXTRA,IB,9,4265,5.51
84_IB_EXTRA,IB,10,4266,6.79
84_IB_EXTRA,IB,11,4307,9.2
84_IB_EXTRA,IB,12,4308,10.74
84_IB_EXTRA,IB,13,4267,12.03
84_IB_EXTRA,IB,14,4268,12.55
84_IB_EXTRA,IB,15,4269,13.57
84_IB_EXTRA,IB,16,4270,14.28
84_IB_EXTRA,IB,17,4271,14.75
84_IB_EXTRA,IB,18,4273,15.21
84_IB_EXTRA,IB,19,4274,16.6
84_IB_EXTRA,IB,20,4275,17.32
84_IB_EXTRA,IB,21,4276,17.74
84_IB_EXTRA,IB,22,4277,19.07
84_IB_EXTRA,IB,23,4278,19.66
84_IB_EXTRA,IB,24,4279,20.53
84_IB_EXTRA,IB,25,4280,20.95
84_IB_EXTRA,IB,26,4281,21.49
84_IB_EXTRA,IB,27,4282,21.89
84_IB_EXTRA,IB,28,4283,23.34
84_IB_EXTRA,IB,29,4284,25.03
84_IB_EXTRA,IB,30,4285,26.44
84_IB_EXTRA,IB,31,4286,27.29
84_IB_EXTRA,IB,32,4287,28.02
84_IB_EXTRA,IB,33,4288,28.87
84_IB_EXTRA,IB,34,4295,30.31
84_IB_EXTRA,IB,35,4296,31.26
84_IB_EXTRA,IB,36,4297,32.55
84_IB_EXTRA,IB,37,4299,33.76
84_IB_EXTRA,IB,38,4300,34.39
84_IB_EXTRA,IB,39,4301,35.38
84_IB_EXTRA,IB,40,4302,35.7
84_IB_EXTRA,IB,41,5135,35.98
84_IB_EXTRA,IB,42,4303,37.9
84_IB_EXTRA,IB,43,4304,39.1
84_IB_EXTRA,IB,44,4148,39.92
84_IB_EXTRA,IB,45,4149,40.92
84_IB_EXTRA,IB,46,3045,42.34
84_IB_EXTRA,IB,47,4150,43.48
84_IB_EXTRA,IB,48,4151,45.36
84_IB_EXTRA,IB,49,4156,49.48
84_IB_EXTRA,IB,50,4168,49.52
84_IB_EXTRA,IB,51,4170,55.2
84_IB_EXTRA,IB,52,4153,58.08
84_IB_EXTRA,IB,53,4154,59.42
84_IB_EXTRA,IB,54,4416,60.69
84_IB_EXTRA,IB,55,4201,62.21
84_IB_EXTRA,IB,56,4202,63.48
84_IB_EXTRA,IB,57,4203,64.05
84_IB_EXTRA,IB,58,4204,64.69
84_IB_EXTRA,IB,59,4205,64.88
84_IB_EXTRA,IB,60,4206,65.57
84_IB_EXTRA,IB,61,3140,66.4
84_IB_EXTRA,IB,62,3141,68.01
84_IB_EXTRA,IB,63,3142,69.06
84_IB_EXTRA,IB,64,3143,70.51
84_IB_EXTRA,IB,65,3144,71.43
84_IB_EXTRA,IB,66,5047,75.47
84_IB_EXTRA,IB,67,3146,80.7
84_IB_EXTRA,IB,68,3147,81.46
84_IB_EXTRA,IB,69,3148,81.96
84_IB_EXTRA,IB,70,3149,83.32
84_IB_EXTRA,IB,71,3150,84.27
84_IB_EXTRA,IB,72,3151,85.34
84_IB_EXTRA,IB,73,3153,86.56
84_IB_EXTRA,IB,74,3152,87.8
84_IB_EXTRA,IB,75,2995,88.4
84_IB_EXTRA,IB,76,3154,88.79
84_IB_EXTRA,IB,77,3155,89.21
84_IB_EXTRA,IB,78,3156,89.69
84_IB_EXTRA,IB,79,3158,91.32
84_IB_EXTRA,IB,80,3159,92.25
84_IB_EXTRA,IB,81,3160,92.66
84_IB_EXTRA,IB,82,3161,93.83
84_IB_EXTRA,IB,83,3162,94.51
84_IB_EXTRA,IB,84,3163,95.47
84_IB_EXTRA,IB,85,3164,97.13
84_IB_EXTRA,IB,86,7653,97.82
84_IB_EXTRA,IB,87,7188,100.0
